# of predictors,i,predictors,fold,f1_score_weighted
10,5,0|1|2|4|5|6|7|8|9|10,1,0.75882012724118
10,5,0|1|2|4|5|6|7|8|9|10,2,0.6205128205128205
10,5,0|1|2|4|5|6|7|8|9|10,3,0.6709401709401709
10,5,0|1|2|4|5|6|7|8|9|10,4,0.924009324009324
10,6,0|1|2|3|4|5|6|7|8|10,0,0.7692307692307693
10,6,0|1|2|3|4|5|6|7|8|10,1,0.6923076923076923
10,6,0|1|2|3|4|5|6|7|8|10,2,0.7664335664335664
10,6,0|1|2|3|4|5|6|7|8|10,3,0.8403846153846154
10,6,0|1|2|3|4|5|6|7|8|10,4,0.8461538461538461
10,7,0|1|2|3|4|5|6|7|9|10,0,0.75882012724118
10,7,0|1|2|3|4|5|6|7|9|10,1,0.7164835164835164
10,7,0|1|2|3|4|5|6|7|9|10,2,1.0
10,7,0|1|2|3|4|5|6|7|9|10,3,0.9250879839115134
10,7,0|1|2|3|4|5|6|7|9|10,4,0.8461538461538461
10,8,0|1|2|3|4|5|6|7|8|9,0,0.5860805860805861
10,8,0|1|2|3|4|5|6|7|8|9,1,0.7136752136752136
10,8,0|1|2|3|4|5|6|7|8|9,2,0.6923076923076924
10,8,0|1|2|3|4|5|6|7|8|9,3,0.7516483516483518
10,8,0|1|2|3|4|5|6|7|8|9,4,0.6688963210702342
10,9,0|2|3|4|5|6|7|8|9|10,0,0.38461538461538464
10,9,0|2|3|4|5|6|7|8|9|10,1,0.6923076923076923
10,9,0|2|3|4|5|6|7|8|9|10,2,0.9210658622423329
10,9,0|2|3|4|5|6|7|8|9|10,3,0.6923076923076923
10,9,0|2|3|4|5|6|7|8|9|10,4,0.9250879839115134
10,10,0|1|2|4|5|6|7|8|9|10,0,0.7776223776223776
10,10,0|1|2|4|5|6|7|8|9|10,1,0.75882012724118
10,10,0|1|2|4|5|6|7|8|9|10,2,0.6205128205128205
10,10,0|1|2|4|5|6|7|8|9|10,3,0.6709401709401709
10,10,0|1|2|4|5|6|7|8|9|10,4,0.924009324009324
10,11,0|1|2|3|5|6|7|8|9|10,0,0.62004662004662
10,11,0|1|2|3|5|6|7|8|9|10,1,0.6205128205128205
10,11,0|1|2|3|5|6|7|8|9|10,2,0.6923076923076923
10,11,0|1|2|3|5|6|7|8|9|10,3,0.3699633699633699
10,11,0|1|2|3|5|6|7|8|9|10,4,0.6107226107226107
10,12,0|1|2|3|4|5|6|7|9|10,0,0.75882012724118
10,12,0|1|2|3|4|5|6|7|9|10,1,0.7164835164835164
10,12,0|1|2|3|4|5|6|7|9|10,2,1.0
10,12,0|1|2|3|4|5|6|7|9|10,3,0.9250879839115134
10,12,0|1|2|3|4|5|6|7|9|10,4,0.8461538461538461
10,13,0|1|2|3|4|5|6|7|8|10,0,0.7692307692307693
10,13,0|1|2|3|4|5|6|7|8|10,1,0.6923076923076923
10,13,0|1|2|3|4|5|6|7|8|10,2,0.7664335664335664
10,13,0|1|2|3|4|5|6|7|8|10,3,0.8403846153846154
10,13,0|1|2|3|4|5|6|7|8|10,4,0.8461538461538461
10,14,0|2|3|4|5|6|7|8|9|10,0,0.38461538461538464
10,14,0|2|3|4|5|6|7|8|9|10,1,0.6923076923076923
10,14,0|2|3|4|5|6|7|8|9|10,2,0.9210658622423329
10,14,0|2|3|4|5|6|7|8|9|10,3,0.6923076923076923
10,14,0|2|3|4|5|6|7|8|9|10,4,0.9250879839115134
10,15,0|1|2|3|4|5|7|8|9|10,0,0.8461538461538461
10,15,0|1|2|3|4|5|7|8|9|10,1,0.38461538461538464
10,15,0|1|2|3|4|5|7|8|9|10,2,0.6709401709401709
10,15,0|1|2|3|4|5|7|8|9|10,3,0.4756158873805933
10,15,0|1|2|3|4|5|7|8|9|10,4,0.4756158873805933
10,16,0|1|2|3|4|5|6|7|9|10,0,0.75882012724118
10,16,0|1|2|3|4|5|6|7|9|10,1,0.7164835164835164
10,16,0|1|2|3|4|5|6|7|9|10,2,1.0
10,16,0|1|2|3|4|5|6|7|9|10,3,0.9250879839115134
10,16,0|1|2|3|4|5|6|7|9|10,4,0.8461538461538461
10,17,0|1|3|4|5|6|7|8|9|10,0,0.6564102564102564
10,17,0|1|3|4|5|6|7|8|9|10,1,0.8282051282051281
10,17,0|1|3|4|5|6|7|8|9|10,2,0.75882012724118
10,17,0|1|3|4|5|6|7|8|9|10,3,0.6923076923076923
10,17,0|1|3|4|5|6|7|8|9|10,4,0.8354700854700854
10,18,0|1|2|3|4|6|7|8|9|10,0,0.6923076923076923
10,18,0|1|2|3|4|6|7|8|9|10,1,0.7692307692307693
10,18,0|1|2|3|4|6|7|8|9|10,2,0.6107226107226107
10,18,0|1|2|3|4|6|7|8|9|10,3,0.6886446886446886
10,18,0|1|2|3|4|6|7|8|9|10,4,0.6692307692307692
10,19,1|2|3|4|5|6|7|8|9|10,0,0.9600000000000001
10,19,1|2|3|4|5|6|7|8|9|10,1,0.9600000000000001
10,19,1|2|3|4|5|6|7|8|9|10,2,1.0
10,19,1|2|3|4|5|6|7|8|9|10,3,0.8861538461538463
10,19,1|2|3|4|5|6|7|8|9|10,4,0.8861538461538463
10,20,1|2|3|4|5|6|7|8|9|10,0,0.9600000000000001
10,20,1|2|3|4|5|6|7|8|9|10,1,0.9600000000000001
10,20,1|2|3|4|5|6|7|8|9|10,2,1.0
10,20,1|2|3|4|5|6|7|8|9|10,3,0.8861538461538463
10,20,1|2|3|4|5|6|7|8|9|10,4,0.8861538461538463
10,21,0|1|2|3|4|6|7|8|9|10,0,0.6923076923076923
10,21,0|1|2|3|4|6|7|8|9|10,1,0.7692307692307693
10,21,0|1|2|3|4|6|7|8|9|10,2,0.6107226107226107
10,21,0|1|2|3|4|6|7|8|9|10,3,0.6886446886446886
10,21,0|1|2|3|4|6|7|8|9|10,4,0.6692307692307692
10,22,0|1|2|3|4|5|7|8|9|10,0,0.8461538461538461
10,22,0|1|2|3|4|5|7|8|9|10,1,0.38461538461538464
10,22,0|1|2|3|4|5|7|8|9|10,2,0.6709401709401709
10,22,0|1|2|3|4|5|7|8|9|10,3,0.4756158873805933
10,22,0|1|2|3|4|5|7|8|9|10,4,0.4756158873805933
10,23,1|2|3|4|5|6|7|8|9|10,0,0.9600000000000001
10,23,1|2|3|4|5|6|7|8|9|10,1,0.9600000000000001
10,23,1|2|3|4|5|6|7|8|9|10,2,1.0
10,23,1|2|3|4|5|6|7|8|9|10,3,0.8861538461538463
10,23,1|2|3|4|5|6|7|8|9|10,4,0.8861538461538463
10,24,0|1|2|4|5|6|7|8|9|10,0,0.7776223776223776
10,24,0|1|2|4|5|6|7|8|9|10,1,0.75882012724118
10,24,0|1|2|4|5|6|7|8|9|10,2,0.6205128205128205
10,24,0|1|2|4|5|6|7|8|9|10,3,0.6709401709401709
10,24,0|1|2|4|5|6|7|8|9|10,4,0.924009324009324
10,25,0|1|3|4|5|6|7|8|9|10,0,0.6564102564102564
10,25,0|1|3|4|5|6|7|8|9|10,1,0.8282051282051281
10,25,0|1|3|4|5|6|7|8|9|10,2,0.75882012724118
10,25,0|1|3|4|5|6|7|8|9|10,3,0.6923076923076923
10,25,0|1|3|4|5|6|7|8|9|10,4,0.8354700854700854
10,26,0|1|2|4|5|6|7|8|9|10,0,0.7776223776223776
10,26,0|1|2|4|5|6|7|8|9|10,1,0.75882012724118
10,26,0|1|2|4|5|6|7|8|9|10,2,0.6205128205128205
10,26,0|1|2|4|5|6|7|8|9|10,3,0.6709401709401709
10,26,0|1|2|4|5|6|7|8|9|10,4,0.924009324009324
10,27,0|2|3|4|5|6|7|8|9|10,0,0.38461538461538464
10,27,0|2|3|4|5|6|7|8|9|10,1,0.6923076923076923
10,27,0|2|3|4|5|6|7|8|9|10,2,0.9210658622423329
10,27,0|2|3|4|5|6|7|8|9|10,3,0.6923076923076923
10,27,0|2|3|4|5|6|7|8|9|10,4,0.9250879839115134
10,28,0|1|2|3|4|5|6|7|8|9,0,0.5860805860805861
10,28,0|1|2|3|4|5|6|7|8|9,1,0.7136752136752136
10,28,0|1|2|3|4|5|6|7|8|9,2,0.6923076923076924
10,28,0|1|2|3|4|5|6|7|8|9,3,0.7516483516483518
10,28,0|1|2|3|4|5|6|7|8|9,4,0.6688963210702342
10,29,1|2|3|4|5|6|7|8|9|10,0,0.9600000000000001
10,29,1|2|3|4|5|6|7|8|9|10,1,0.9600000000000001
10,29,1|2|3|4|5|6|7|8|9|10,2,1.0
10,29,1|2|3|4|5|6|7|8|9|10,3,0.8861538461538463
10,29,1|2|3|4|5|6|7|8|9|10,4,0.8861538461538463
10,30,0|1|2|3|4|5|7|8|9|10,0,0.8461538461538461
10,30,0|1|2|3|4|5|7|8|9|10,1,0.38461538461538464
10,30,0|1|2|3|4|5|7|8|9|10,2,0.6709401709401709
10,30,0|1|2|3|4|5|7|8|9|10,3,0.4756158873805933
10,30,0|1|2|3|4|5|7|8|9|10,4,0.4756158873805933
10,31,0|1|2|3|4|6|7|8|9|10,0,0.6923076923076923
10,31,0|1|2|3|4|6|7|8|9|10,1,0.7692307692307693
10,31,0|1|2|3|4|6|7|8|9|10,2,0.6107226107226107
10,31,0|1|2|3|4|6|7|8|9|10,3,0.6886446886446886
10,31,0|1|2|3|4|6|7|8|9|10,4,0.6692307692307692
10,32,1|2|3|4|5|6|7|8|9|10,0,0.9600000000000001
10,32,1|2|3|4|5|6|7|8|9|10,1,0.9600000000000001
10,32,1|2|3|4|5|6|7|8|9|10,2,1.0
10,32,1|2|3|4|5|6|7|8|9|10,3,0.8861538461538463
10,32,1|2|3|4|5|6|7|8|9|10,4,0.8861538461538463
10,33,0|1|2|3|4|5|7|8|9|10,0,0.8461538461538461
10,33,0|1|2|3|4|5|7|8|9|10,1,0.38461538461538464
10,33,0|1|2|3|4|5|7|8|9|10,2,0.6709401709401709
10,33,0|1|2|3|4|5|7|8|9|10,3,0.4756158873805933
10,33,0|1|2|3|4|5|7|8|9|10,4,0.4756158873805933
10,34,0|1|2|3|4|5|6|7|8|9,0,0.5860805860805861
10,34,0|1|2|3|4|5|6|7|8|9,1,0.7136752136752136
10,34,0|1|2|3|4|5|6|7|8|9,2,0.6923076923076924
10,34,0|1|2|3|4|5|6|7|8|9,3,0.7516483516483518
10,34,0|1|2|3|4|5|6|7|8|9,4,0.6688963210702342
10,35,0|1|3|4|5|6|7|8|9|10,0,0.6564102564102564
10,35,0|1|3|4|5|6|7|8|9|10,1,0.8282051282051281
10,35,0|1|3|4|5|6|7|8|9|10,2,0.75882012724118
10,35,0|1|3|4|5|6|7|8|9|10,3,0.6923076923076923
10,35,0|1|3|4|5|6|7|8|9|10,4,0.8354700854700854
10,36,0|1|2|3|4|5|6|8|9|10,0,0.6107226107226107
10,36,0|1|2|3|4|5|6|8|9|10,1,0.7692307692307693
10,36,0|1|2|3|4|5|6|8|9|10,2,0.7664335664335664
10,36,0|1|2|3|4|5|6|8|9|10,3,0.7608391608391608
10,36,0|1|2|3|4|5|6|8|9|10,4,0.6692307692307692
10,37,0|1|2|3|4|5|6|8|9|10,0,0.6107226107226107
10,37,0|1|2|3|4|5|6|8|9|10,1,0.7692307692307693
10,37,0|1|2|3|4|5|6|8|9|10,2,0.7664335664335664
10,37,0|1|2|3|4|5|6|8|9|10,3,0.7608391608391608
10,37,0|1|2|3|4|5|6|8|9|10,4,0.6692307692307692
10,38,0|1|2|3|4|5|7|8|9|10,0,0.8461538461538461
10,38,0|1|2|3|4|5|7|8|9|10,1,0.38461538461538464
10,38,0|1|2|3|4|5|7|8|9|10,2,0.6709401709401709
10,38,0|1|2|3|4|5|7|8|9|10,3,0.4756158873805933
10,38,0|1|2|3|4|5|7|8|9|10,4,0.4756158873805933
10,39,0|1|3|4|5|6|7|8|9|10,0,0.6564102564102564
10,39,0|1|3|4|5|6|7|8|9|10,1,0.8282051282051281
10,39,0|1|3|4|5|6|7|8|9|10,2,0.75882012724118
10,39,0|1|3|4|5|6|7|8|9|10,3,0.6923076923076923
10,39,0|1|3|4|5|6|7|8|9|10,4,0.8354700854700854
10,40,0|1|2|3|4|6|7|8|9|10,0,0.6923076923076923
10,40,0|1|2|3|4|6|7|8|9|10,1,0.7692307692307693
10,40,0|1|2|3|4|6|7|8|9|10,2,0.6107226107226107
10,40,0|1|2|3|4|6|7|8|9|10,3,0.6886446886446886
10,40,0|1|2|3|4|6|7|8|9|10,4,0.6692307692307692
10,41,0|1|2|3|5|6|7|8|9|10,0,0.62004662004662
10,41,0|1|2|3|5|6|7|8|9|10,1,0.6205128205128205
10,41,0|1|2|3|5|6|7|8|9|10,2,0.6923076923076923
10,41,0|1|2|3|5|6|7|8|9|10,3,0.3699633699633699
10,41,0|1|2|3|5|6|7|8|9|10,4,0.6107226107226107
10,42,0|1|2|3|5|6|7|8|9|10,0,0.62004662004662
10,42,0|1|2|3|5|6|7|8|9|10,1,0.6205128205128205
10,42,0|1|2|3|5|6|7|8|9|10,2,0.6923076923076923
10,42,0|1|2|3|5|6|7|8|9|10,3,0.3699633699633699
10,42,0|1|2|3|5|6|7|8|9|10,4,0.6107226107226107
10,43,0|2|3|4|5|6|7|8|9|10,0,0.38461538461538464
10,43,0|2|3|4|5|6|7|8|9|10,1,0.6923076923076923
10,43,0|2|3|4|5|6|7|8|9|10,2,0.9210658622423329
10,43,0|2|3|4|5|6|7|8|9|10,3,0.6923076923076923
10,43,0|2|3|4|5|6|7|8|9|10,4,0.9250879839115134
10,44,0|1|2|3|4|5|7|8|9|10,0,0.8461538461538461
10,44,0|1|2|3|4|5|7|8|9|10,1,0.38461538461538464
10,44,0|1|2|3|4|5|7|8|9|10,2,0.6709401709401709
10,44,0|1|2|3|4|5|7|8|9|10,3,0.4756158873805933
10,44,0|1|2|3|4|5|7|8|9|10,4,0.4756158873805933
10,45,0|1|2|3|4|5|6|7|8|9,0,0.5860805860805861
10,45,0|1|2|3|4|5|6|7|8|9,1,0.7136752136752136
10,45,0|1|2|3|4|5|6|7|8|9,2,0.6923076923076924
10,45,0|1|2|3|4|5|6|7|8|9,3,0.7516483516483518
10,45,0|1|2|3|4|5|6|7|8|9,4,0.6688963210702342
10,46,0|1|2|3|4|6|7|8|9|10,0,0.6923076923076923
10,46,0|1|2|3|4|6|7|8|9|10,1,0.7692307692307693
10,46,0|1|2|3|4|6|7|8|9|10,2,0.6107226107226107
10,46,0|1|2|3|4|6|7|8|9|10,3,0.6886446886446886
10,46,0|1|2|3|4|6|7|8|9|10,4,0.6692307692307692
10,47,0|1|2|3|5|6|7|8|9|10,0,0.62004662004662
10,47,0|1|2|3|5|6|7|8|9|10,1,0.6205128205128205
10,47,0|1|2|3|5|6|7|8|9|10,2,0.6923076923076923
10,47,0|1|2|3|5|6|7|8|9|10,3,0.3699633699633699
10,47,0|1|2|3|5|6|7|8|9|10,4,0.6107226107226107
10,48,0|1|2|3|4|5|6|7|9|10,0,0.75882012724118
10,48,0|1|2|3|4|5|6|7|9|10,1,0.7164835164835164
10,48,0|1|2|3|4|5|6|7|9|10,2,1.0
10,48,0|1|2|3|4|5|6|7|9|10,3,0.9250879839115134
10,48,0|1|2|3|4|5|6|7|9|10,4,0.8461538461538461
10,49,0|1|3|4|5|6|7|8|9|10,0,0.6564102564102564
10,49,0|1|3|4|5|6|7|8|9|10,1,0.8282051282051281
10,49,0|1|3|4|5|6|7|8|9|10,2,0.75882012724118
10,49,0|1|3|4|5|6|7|8|9|10,3,0.6923076923076923
10,49,0|1|3|4|5|6|7|8|9|10,4,0.8354700854700854
10,50,0|1|2|3|4|5|6|7|8|9,0,0.5860805860805861
10,50,0|1|2|3|4|5|6|7|8|9,1,0.7136752136752136
10,50,0|1|2|3|4|5|6|7|8|9,2,0.6923076923076924
10,50,0|1|2|3|4|5|6|7|8|9,3,0.7516483516483518
10,50,0|1|2|3|4|5|6|7|8|9,4,0.6688963210702342
10,51,0|2|3|4|5|6|7|8|9|10,0,0.38461538461538464
10,51,0|2|3|4|5|6|7|8|9|10,1,0.6923076923076923
10,51,0|2|3|4|5|6|7|8|9|10,2,0.9210658622423329
10,51,0|2|3|4|5|6|7|8|9|10,3,0.6923076923076923
10,51,0|2|3|4|5|6|7|8|9|10,4,0.9250879839115134
10,52,0|1|2|4|5|6|7|8|9|10,0,0.7776223776223776
10,52,0|1|2|4|5|6|7|8|9|10,1,0.75882012724118
10,52,0|1|2|4|5|6|7|8|9|10,2,0.6205128205128205
10,52,0|1|2|4|5|6|7|8|9|10,3,0.6709401709401709
10,52,0|1|2|4|5|6|7|8|9|10,4,0.924009324009324
10,53,0|1|3|4|5|6|7|8|9|10,0,0.6564102564102564
10,53,0|1|3|4|5|6|7|8|9|10,1,0.8282051282051281
10,53,0|1|3|4|5|6|7|8|9|10,2,0.75882012724118
10,53,0|1|3|4|5|6|7|8|9|10,3,0.6923076923076923
10,53,0|1|3|4|5|6|7|8|9|10,4,0.8354700854700854
10,54,0|1|2|4|5|6|7|8|9|10,0,0.7776223776223776
10,54,0|1|2|4|5|6|7|8|9|10,1,0.75882012724118
10,54,0|1|2|4|5|6|7|8|9|10,2,0.6205128205128205
10,54,0|1|2|4|5|6|7|8|9|10,3,0.6709401709401709
10,54,0|1|2|4|5|6|7|8|9|10,4,0.924009324009324
10,55,0|2|3|4|5|6|7|8|9|10,0,0.38461538461538464
10,55,0|2|3|4|5|6|7|8|9|10,1,0.6923076923076923
10,55,0|2|3|4|5|6|7|8|9|10,2,0.9210658622423329
10,55,0|2|3|4|5|6|7|8|9|10,3,0.6923076923076923
10,55,0|2|3|4|5|6|7|8|9|10,4,0.9250879839115134
10,56,0|1|2|3|4|5|6|7|8|10,0,0.7692307692307693
10,56,0|1|2|3|4|5|6|7|8|10,1,0.6923076923076923
10,56,0|1|2|3|4|5|6|7|8|10,2,0.7664335664335664
10,56,0|1|2|3|4|5|6|7|8|10,3,0.8403846153846154
10,56,0|1|2|3|4|5|6|7|8|10,4,0.8461538461538461
10,57,0|1|2|3|4|6|7|8|9|10,0,0.6923076923076923
10,57,0|1|2|3|4|6|7|8|9|10,1,0.7692307692307693
10,57,0|1|2|3|4|6|7|8|9|10,2,0.6107226107226107
10,57,0|1|2|3|4|6|7|8|9|10,3,0.6886446886446886
10,57,0|1|2|3|4|6|7|8|9|10,4,0.6692307692307692
10,58,0|2|3|4|5|6|7|8|9|10,0,0.38461538461538464
10,58,0|2|3|4|5|6|7|8|9|10,1,0.6923076923076923
10,58,0|2|3|4|5|6|7|8|9|10,2,0.9210658622423329
10,58,0|2|3|4|5|6|7|8|9|10,3,0.6923076923076923
10,58,0|2|3|4|5|6|7|8|9|10,4,0.9250879839115134
10,59,0|1|3|4|5|6|7|8|9|10,0,0.6564102564102564
10,59,0|1|3|4|5|6|7|8|9|10,1,0.8282051282051281
10,59,0|1|3|4|5|6|7|8|9|10,2,0.75882012724118
10,59,0|1|3|4|5|6|7|8|9|10,3,0.6923076923076923
10,59,0|1|3|4|5|6|7|8|9|10,4,0.8354700854700854
10,60,0|1|3|4|5|6|7|8|9|10,0,0.6564102564102564
10,60,0|1|3|4|5|6|7|8|9|10,1,0.8282051282051281
10,60,0|1|3|4|5|6|7|8|9|10,2,0.75882012724118
10,60,0|1|3|4|5|6|7|8|9|10,3,0.6923076923076923
10,60,0|1|3|4|5|6|7|8|9|10,4,0.8354700854700854
10,61,0|1|2|4|5|6|7|8|9|10,0,0.7776223776223776
10,61,0|1|2|4|5|6|7|8|9|10,1,0.75882012724118
10,61,0|1|2|4|5|6|7|8|9|10,2,0.6205128205128205
10,61,0|1|2|4|5|6|7|8|9|10,3,0.6709401709401709
10,61,0|1|2|4|5|6|7|8|9|10,4,0.924009324009324
10,62,1|2|3|4|5|6|7|8|9|10,0,0.9600000000000001
10,62,1|2|3|4|5|6|7|8|9|10,1,0.9600000000000001
10,62,1|2|3|4|5|6|7|8|9|10,2,1.0
10,62,1|2|3|4|5|6|7|8|9|10,3,0.8861538461538463
10,62,1|2|3|4|5|6|7|8|9|10,4,0.8861538461538463
10,63,1|2|3|4|5|6|7|8|9|10,0,0.9600000000000001
10,63,1|2|3|4|5|6|7|8|9|10,1,0.9600000000000001
10,63,1|2|3|4|5|6|7|8|9|10,2,1.0
10,63,1|2|3|4|5|6|7|8|9|10,3,0.8861538461538463
10,63,1|2|3|4|5|6|7|8|9|10,4,0.8861538461538463
10,64,0|1|2|3|4|5|6|7|8|9,0,0.5860805860805861
10,64,0|1|2|3|4|5|6|7|8|9,1,0.7136752136752136
10,64,0|1|2|3|4|5|6|7|8|9,2,0.6923076923076924
10,64,0|1|2|3|4|5|6|7|8|9,3,0.7516483516483518
10,64,0|1|2|3|4|5|6|7|8|9,4,0.6688963210702342
10,65,0|1|2|4|5|6|7|8|9|10,0,0.7776223776223776
10,65,0|1|2|4|5|6|7|8|9|10,1,0.75882012724118
10,65,0|1|2|4|5|6|7|8|9|10,2,0.6205128205128205
10,65,0|1|2|4|5|6|7|8|9|10,3,0.6709401709401709
10,65,0|1|2|4|5|6|7|8|9|10,4,0.924009324009324
10,66,1|2|3|4|5|6|7|8|9|10,0,0.9600000000000001
10,66,1|2|3|4|5|6|7|8|9|10,1,0.9600000000000001
10,66,1|2|3|4|5|6|7|8|9|10,2,1.0
10,66,1|2|3|4|5|6|7|8|9|10,3,0.8861538461538463
10,66,1|2|3|4|5|6|7|8|9|10,4,0.8861538461538463
10,67,0|1|2|3|4|5|6|7|8|9,0,0.5860805860805861
10,67,0|1|2|3|4|5|6|7|8|9,1,0.7136752136752136
10,67,0|1|2|3|4|5|6|7|8|9,2,0.6923076923076924
10,67,0|1|2|3|4|5|6|7|8|9,3,0.7516483516483518
10,67,0|1|2|3|4|5|6|7|8|9,4,0.6688963210702342
10,68,0|1|2|3|5|6|7|8|9|10,0,0.62004662004662
10,68,0|1|2|3|5|6|7|8|9|10,1,0.6205128205128205
10,68,0|1|2|3|5|6|7|8|9|10,2,0.6923076923076923
10,68,0|1|2|3|5|6|7|8|9|10,3,0.3699633699633699
10,68,0|1|2|3|5|6|7|8|9|10,4,0.6107226107226107
10,69,0|1|2|3|4|5|6|7|8|9,0,0.5860805860805861
10,69,0|1|2|3|4|5|6|7|8|9,1,0.7136752136752136
10,69,0|1|2|3|4|5|6|7|8|9,2,0.6923076923076924
10,69,0|1|2|3|4|5|6|7|8|9,3,0.7516483516483518
10,69,0|1|2|3|4|5|6|7|8|9,4,0.6688963210702342
10,70,0|1|2|3|4|5|6|8|9|10,0,0.6107226107226107
10,70,0|1|2|3|4|5|6|8|9|10,1,0.7692307692307693
10,70,0|1|2|3|4|5|6|8|9|10,2,0.7664335664335664
10,70,0|1|2|3|4|5|6|8|9|10,3,0.7608391608391608
10,70,0|1|2|3|4|5|6|8|9|10,4,0.6692307692307692
10,71,0|1|2|3|5|6|7|8|9|10,0,0.62004662004662
10,71,0|1|2|3|5|6|7|8|9|10,1,0.6205128205128205
10,71,0|1|2|3|5|6|7|8|9|10,2,0.6923076923076923
10,71,0|1|2|3|5|6|7|8|9|10,3,0.3699633699633699
10,71,0|1|2|3|5|6|7|8|9|10,4,0.6107226107226107
10,72,0|1|3|4|5|6|7|8|9|10,0,0.6564102564102564
10,72,0|1|3|4|5|6|7|8|9|10,1,0.8282051282051281
10,72,0|1|3|4|5|6|7|8|9|10,2,0.75882012724118
10,72,0|1|3|4|5|6|7|8|9|10,3,0.6923076923076923
10,72,0|1|3|4|5|6|7|8|9|10,4,0.8354700854700854
10,73,0|2|3|4|5|6|7|8|9|10,0,0.38461538461538464
10,73,0|2|3|4|5|6|7|8|9|10,1,0.6923076923076923
10,73,0|2|3|4|5|6|7|8|9|10,2,0.9210658622423329
10,73,0|2|3|4|5|6|7|8|9|10,3,0.6923076923076923
10,73,0|2|3|4|5|6|7|8|9|10,4,0.9250879839115134
10,74,0|1|2|3|5|6|7|8|9|10,0,0.62004662004662
10,74,0|1|2|3|5|6|7|8|9|10,1,0.6205128205128205
10,74,0|1|2|3|5|6|7|8|9|10,2,0.6923076923076923
10,74,0|1|2|3|5|6|7|8|9|10,3,0.3699633699633699
10,74,0|1|2|3|5|6|7|8|9|10,4,0.6107226107226107
10,75,0|1|3|4|5|6|7|8|9|10,0,0.6564102564102564
10,75,0|1|3|4|5|6|7|8|9|10,1,0.8282051282051281
10,75,0|1|3|4|5|6|7|8|9|10,2,0.75882012724118
10,75,0|1|3|4|5|6|7|8|9|10,3,0.6923076923076923
10,75,0|1|3|4|5|6|7|8|9|10,4,0.8354700854700854
10,76,0|1|2|3|4|5|6|7|9|10,0,0.75882012724118
10,76,0|1|2|3|4|5|6|7|9|10,1,0.7164835164835164
10,76,0|1|2|3|4|5|6|7|9|10,2,1.0
10,76,0|1|2|3|4|5|6|7|9|10,3,0.9250879839115134
10,76,0|1|2|3|4|5|6|7|9|10,4,0.8461538461538461
10,77,0|1|2|3|4|5|6|7|8|10,0,0.7692307692307693
10,77,0|1|2|3|4|5|6|7|8|10,1,0.6923076923076923
10,77,0|1|2|3|4|5|6|7|8|10,2,0.7664335664335664
10,77,0|1|2|3|4|5|6|7|8|10,3,0.8403846153846154
10,77,0|1|2|3|4|5|6|7|8|10,4,0.8461538461538461
10,78,0|1|2|3|5|6|7|8|9|10,0,0.62004662004662
10,78,0|1|2|3|5|6|7|8|9|10,1,0.6205128205128205
10,78,0|1|2|3|5|6|7|8|9|10,2,0.6923076923076923
10,78,0|1|2|3|5|6|7|8|9|10,3,0.3699633699633699
10,78,0|1|2|3|5|6|7|8|9|10,4,0.6107226107226107
10,79,0|1|2|3|5|6|7|8|9|10,0,0.62004662004662
10,79,0|1|2|3|5|6|7|8|9|10,1,0.6205128205128205
10,79,0|1|2|3|5|6|7|8|9|10,2,0.6923076923076923
10,79,0|1|2|3|5|6|7|8|9|10,3,0.3699633699633699
10,79,0|1|2|3|5|6|7|8|9|10,4,0.6107226107226107
10,80,0|2|3|4|5|6|7|8|9|10,0,0.38461538461538464
10,80,0|2|3|4|5|6|7|8|9|10,1,0.6923076923076923
10,80,0|2|3|4|5|6|7|8|9|10,2,0.9210658622423329
10,80,0|2|3|4|5|6|7|8|9|10,3,0.6923076923076923
10,80,0|2|3|4|5|6|7|8|9|10,4,0.9250879839115134
10,81,0|1|2|3|4|5|6|7|8|10,0,0.7692307692307693
10,81,0|1|2|3|4|5|6|7|8|10,1,0.6923076923076923
10,81,0|1|2|3|4|5|6|7|8|10,2,0.7664335664335664
10,81,0|1|2|3|4|5|6|7|8|10,3,0.8403846153846154
10,81,0|1|2|3|4|5|6|7|8|10,4,0.8461538461538461
10,82,0|1|2|3|4|5|6|7|9|10,0,0.75882012724118
10,82,0|1|2|3|4|5|6|7|9|10,1,0.7164835164835164
10,82,0|1|2|3|4|5|6|7|9|10,2,1.0
10,82,0|1|2|3|4|5|6|7|9|10,3,0.9250879839115134
10,82,0|1|2|3|4|5|6|7|9|10,4,0.8461538461538461
10,83,0|1|3|4|5|6|7|8|9|10,0,0.6564102564102564
10,83,0|1|3|4|5|6|7|8|9|10,1,0.8282051282051281
10,83,0|1|3|4|5|6|7|8|9|10,2,0.75882012724118
10,83,0|1|3|4|5|6|7|8|9|10,3,0.6923076923076923
10,83,0|1|3|4|5|6|7|8|9|10,4,0.8354700854700854
10,84,0|1|2|4|5|6|7|8|9|10,0,0.7776223776223776
10,84,0|1|2|4|5|6|7|8|9|10,1,0.75882012724118
10,84,0|1|2|4|5|6|7|8|9|10,2,0.6205128205128205
10,84,0|1|2|4|5|6|7|8|9|10,3,0.6709401709401709
10,84,0|1|2|4|5|6|7|8|9|10,4,0.924009324009324
10,85,0|1|2|3|5|6|7|8|9|10,0,0.62004662004662
10,85,0|1|2|3|5|6|7|8|9|10,1,0.6205128205128205
10,85,0|1|2|3|5|6|7|8|9|10,2,0.6923076923076923
