# of predictors,i,predictors,fold,accuracy
7,245,0|1|2|3|4|6|8,4,0.7307692307692307
7,246,0|1|2|3|4|8|9,0,0.6730769230769231
7,246,0|1|2|3|4|8|9,1,0.5961538461538461
7,246,0|1|2|3|4|8|9,2,0.6538461538461539
7,246,0|1|2|3|4|8|9,3,0.5384615384615384
7,246,0|1|2|3|4|8|9,4,0.75
7,247,0|2|3|4|8|9|10,0,0.7307692307692307
7,247,0|2|3|4|8|9|10,1,0.6346153846153846
7,247,0|2|3|4|8|9|10,2,0.7307692307692307
7,247,0|2|3|4|8|9|10,3,0.5769230769230769
7,247,0|2|3|4|8|9|10,4,0.75
7,248,1|2|3|4|6|8|10,0,0.5384615384615384
7,248,1|2|3|4|6|8|10,1,0.75
7,248,1|2|3|4|6|8|10,2,0.6538461538461539
7,248,1|2|3|4|6|8|10,3,0.6730769230769231
7,248,1|2|3|4|6|8|10,4,0.8461538461538461
7,249,1|2|3|4|6|7|9,0,0.7692307692307693
7,249,1|2|3|4|6|7|9,1,0.7692307692307693
7,249,1|2|3|4|6|7|9,2,0.8269230769230769
7,249,1|2|3|4|6|7|9,3,0.7307692307692307
7,249,1|2|3|4|6|7|9,4,0.7884615384615384
7,250,0|1|2|6|7|8|10,0,0.6153846153846154
7,250,0|1|2|6|7|8|10,1,0.6346153846153846
7,250,0|1|2|6|7|8|10,2,0.7307692307692307
7,250,0|1|2|6|7|8|10,3,0.6923076923076923
7,250,0|1|2|6|7|8|10,4,0.8076923076923077
7,251,0|1|2|3|4|5|8,0,0.75
7,251,0|1|2|3|4|5|8,1,0.6538461538461539
7,251,0|1|2|3|4|5|8,2,0.7115384615384616
7,251,0|1|2|3|4|5|8,3,0.6730769230769231
7,251,0|1|2|3|4|5|8,4,0.75
7,252,1|3|4|7|8|9|10,0,0.75
7,252,1|3|4|7|8|9|10,1,0.75
7,252,1|3|4|7|8|9|10,2,0.8076923076923077
7,252,1|3|4|7|8|9|10,3,0.7115384615384616
7,252,1|3|4|7|8|9|10,4,0.8461538461538461
7,253,1|2|3|5|8|9|10,0,0.6923076923076923
7,253,1|2|3|5|8|9|10,1,0.7115384615384616
7,253,1|2|3|5|8|9|10,2,0.75
7,253,1|2|3|5|8|9|10,3,0.6923076923076923
7,253,1|2|3|5|8|9|10,4,0.8269230769230769
7,254,2|3|5|7|8|9|10,0,0.8269230769230769
7,254,2|3|5|7|8|9|10,1,0.7115384615384616
7,254,2|3|5|7|8|9|10,2,0.7307692307692307
7,254,2|3|5|7|8|9|10,3,0.6538461538461539
7,254,2|3|5|7|8|9|10,4,0.8461538461538461
7,255,1|3|4|5|8|9|10,0,0.75
7,255,1|3|4|5|8|9|10,1,0.75
7,255,1|3|4|5|8|9|10,2,0.8269230769230769
7,255,1|3|4|5|8|9|10,3,0.6346153846153846
7,255,1|3|4|5|8|9|10,4,0.8653846153846154
7,256,0|1|4|7|8|9|10,0,0.6923076923076923
7,256,0|1|4|7|8|9|10,1,0.6730769230769231
7,256,0|1|4|7|8|9|10,2,0.6923076923076923
7,256,0|1|4|7|8|9|10,3,0.5769230769230769
7,256,0|1|4|7|8|9|10,4,0.8269230769230769
7,257,0|1|2|3|7|9|10,0,0.6346153846153846
7,257,0|1|2|3|7|9|10,1,0.6538461538461539
7,257,0|1|2|3|7|9|10,2,0.75
7,257,0|1|2|3|7|9|10,3,0.6730769230769231
7,257,0|1|2|3|7|9|10,4,0.8076923076923077
7,258,0|1|3|4|5|6|8,0,0.6346153846153846
7,258,0|1|3|4|5|6|8,1,0.7692307692307693
7,258,0|1|3|4|5|6|8,2,0.75
7,258,0|1|3|4|5|6|8,3,0.7307692307692307
7,258,0|1|3|4|5|6|8,4,0.7884615384615384
7,259,0|2|3|4|5|8|10,0,0.6538461538461539
7,259,0|2|3|4|5|8|10,1,0.6538461538461539
7,259,0|2|3|4|5|8|10,2,0.75
7,259,0|2|3|4|5|8|10,3,0.5961538461538461
7,259,0|2|3|4|5|8|10,4,0.8076923076923077
7,260,2|3|4|5|6|7|8,0,0.7307692307692307
7,260,2|3|4|5|6|7|8,1,0.75
7,260,2|3|4|5|6|7|8,2,0.8461538461538461
7,260,2|3|4|5|6|7|8,3,0.7307692307692307
7,260,2|3|4|5|6|7|8,4,0.7884615384615384
7,261,0|1|2|4|7|8|10,0,0.5961538461538461
7,261,0|1|2|4|7|8|10,1,0.6538461538461539
7,261,0|1|2|4|7|8|10,2,0.6923076923076923
7,261,0|1|2|4|7|8|10,3,0.5576923076923077
7,261,0|1|2|4|7|8|10,4,0.8653846153846154
7,262,0|1|3|4|8|9|10,0,0.7115384615384616
7,262,0|1|3|4|8|9|10,1,0.6538461538461539
7,262,0|1|3|4|8|9|10,2,0.7115384615384616
7,262,0|1|3|4|8|9|10,3,0.5192307692307693
7,262,0|1|3|4|8|9|10,4,0.8653846153846154
7,263,0|1|5|6|7|8|10,0,0.8076923076923077
7,263,0|1|5|6|7|8|10,1,0.6923076923076923
7,263,0|1|5|6|7|8|10,2,0.6538461538461539
7,263,0|1|5|6|7|8|10,3,0.6346153846153846
7,263,0|1|5|6|7|8|10,4,0.7692307692307693
7,264,0|1|3|4|5|8|10,0,0.75
7,264,0|1|3|4|5|8|10,1,0.6730769230769231
7,264,0|1|3|4|5|8|10,2,0.7115384615384616
7,264,0|1|3|4|5|8|10,3,0.6730769230769231
7,264,0|1|3|4|5|8|10,4,0.8653846153846154
7,265,1|3|4|5|6|9|10,0,0.75
7,265,1|3|4|5|6|9|10,1,0.7692307692307693
7,265,1|3|4|5|6|9|10,2,0.7884615384615384
7,265,1|3|4|5|6|9|10,3,0.6923076923076923
7,265,1|3|4|5|6|9|10,4,0.8653846153846154
7,266,1|2|5|7|8|9|10,0,0.7307692307692307
7,266,1|2|5|7|8|9|10,1,0.7307692307692307
7,266,1|2|5|7|8|9|10,2,0.6153846153846154
7,266,1|2|5|7|8|9|10,3,0.6923076923076923
7,266,1|2|5|7|8|9|10,4,0.7692307692307693
7,267,0|2|3|5|6|9|10,0,0.75
7,267,0|2|3|5|6|9|10,1,0.6923076923076923
7,267,0|2|3|5|6|9|10,2,0.6923076923076923
7,267,0|2|3|5|6|9|10,3,0.6730769230769231
7,267,0|2|3|5|6|9|10,4,0.7692307692307693
7,268,2|4|6|7|8|9|10,0,0.8076923076923077
7,268,2|4|6|7|8|9|10,1,0.7692307692307693
7,268,2|4|6|7|8|9|10,2,0.8461538461538461
7,268,2|4|6|7|8|9|10,3,0.6153846153846154
7,268,2|4|6|7|8|9|10,4,0.8846153846153846
7,269,0|1|5|6|7|8|10,0,0.8076923076923077
7,269,0|1|5|6|7|8|10,1,0.6923076923076923
7,269,0|1|5|6|7|8|10,2,0.6538461538461539
7,269,0|1|5|6|7|8|10,3,0.6346153846153846
7,269,0|1|5|6|7|8|10,4,0.7692307692307693
7,270,1|3|4|5|6|9|10,0,0.75
7,270,1|3|4|5|6|9|10,1,0.7692307692307693
7,270,1|3|4|5|6|9|10,2,0.7884615384615384
7,270,1|3|4|5|6|9|10,3,0.6923076923076923
7,270,1|3|4|5|6|9|10,4,0.8653846153846154
7,271,0|1|3|4|6|7|10,0,0.6730769230769231
7,271,0|1|3|4|6|7|10,1,0.7115384615384616
7,271,0|1|3|4|6|7|10,2,0.6923076923076923
7,271,0|1|3|4|6|7|10,3,0.6923076923076923
7,271,0|1|3|4|6|7|10,4,0.8269230769230769
7,272,0|1|2|4|5|6|8,0,0.7307692307692307
7,272,0|1|2|4|5|6|8,1,0.6538461538461539
7,272,0|1|2|4|5|6|8,2,0.75
7,272,0|1|2|4|5|6|8,3,0.7884615384615384
7,272,0|1|2|4|5|6|8,4,0.6538461538461539
7,273,1|4|5|6|7|8|10,0,0.7307692307692307
7,273,1|4|5|6|7|8|10,1,0.7115384615384616
7,273,1|4|5|6|7|8|10,2,0.6923076923076923
7,273,1|4|5|6|7|8|10,3,0.8461538461538461
7,273,1|4|5|6|7|8|10,4,0.8461538461538461
7,274,1|3|5|6|8|9|10,0,0.7692307692307693
7,274,1|3|5|6|8|9|10,1,0.6538461538461539
7,274,1|3|5|6|8|9|10,2,0.7692307692307693
7,274,1|3|5|6|8|9|10,3,0.6153846153846154
7,274,1|3|5|6|8|9|10,4,0.7884615384615384
7,275,0|1|2|4|5|7|9,0,0.6730769230769231
7,275,0|1|2|4|5|7|9,1,0.6346153846153846
7,275,0|1|2|4|5|7|9,2,0.6153846153846154
7,275,0|1|2|4|5|7|9,3,0.6346153846153846
7,275,0|1|2|4|5|7|9,4,0.6730769230769231
7,276,1|2|4|5|6|8|10,0,0.7692307692307693
7,276,1|2|4|5|6|8|10,1,0.7115384615384616
7,276,1|2|4|5|6|8|10,2,0.7884615384615384
7,276,1|2|4|5|6|8|10,3,0.7884615384615384
7,276,1|2|4|5|6|8|10,4,0.75
7,277,1|2|3|4|5|7|9,0,0.75
7,277,1|2|3|4|5|7|9,1,0.7884615384615384
7,277,1|2|3|4|5|7|9,2,0.75
7,277,1|2|3|4|5|7|9,3,0.6923076923076923
7,277,1|2|3|4|5|7|9,4,0.7115384615384616
7,278,0|3|6|7|8|9|10,0,0.6730769230769231
7,278,0|3|6|7|8|9|10,1,0.6730769230769231
7,278,0|3|6|7|8|9|10,2,0.7115384615384616
7,278,0|3|6|7|8|9|10,3,0.6730769230769231
7,278,0|3|6|7|8|9|10,4,0.8269230769230769
7,279,2|3|4|6|8|9|10,0,0.7692307692307693
7,279,2|3|4|6|8|9|10,1,0.7115384615384616
7,279,2|3|4|6|8|9|10,2,0.7692307692307693
7,279,2|3|4|6|8|9|10,3,0.6153846153846154
7,279,2|3|4|6|8|9|10,4,0.8461538461538461
7,280,0|1|3|6|7|8|9,0,0.5961538461538461
7,280,0|1|3|6|7|8|9,1,0.6346153846153846
7,280,0|1|3|6|7|8|9,2,0.6730769230769231
7,280,0|1|3|6|7|8|9,3,0.6730769230769231
7,280,0|1|3|6|7|8|9,4,0.6923076923076923
7,281,1|2|3|5|7|8|10,0,0.6923076923076923
7,281,1|2|3|5|7|8|10,1,0.6730769230769231
7,281,1|2|3|5|7|8|10,2,0.7307692307692307
7,281,1|2|3|5|7|8|10,3,0.7115384615384616
7,281,1|2|3|5|7|8|10,4,0.8076923076923077
7,282,0|3|4|5|6|7|9,0,0.6538461538461539
7,282,0|3|4|5|6|7|9,1,0.6538461538461539
7,282,0|3|4|5|6|7|9,2,0.75
7,282,0|3|4|5|6|7|9,3,0.6153846153846154
7,282,0|3|4|5|6|7|9,4,0.7692307692307693
7,283,0|2|4|5|6|7|8,0,0.6346153846153846
7,283,0|2|4|5|6|7|8,1,0.7307692307692307
7,283,0|2|4|5|6|7|8,2,0.75
7,283,0|2|4|5|6|7|8,3,0.7115384615384616
7,283,0|2|4|5|6|7|8,4,0.8076923076923077
7,284,1|2|3|4|5|7|8,0,0.6923076923076923
7,284,1|2|3|4|5|7|8,1,0.7115384615384616
7,284,1|2|3|4|5|7|8,2,0.7884615384615384
7,284,1|2|3|4|5|7|8,3,0.6923076923076923
7,284,1|2|3|4|5|7|8,4,0.75
7,285,1|4|6|7|8|9|10,0,0.7692307692307693
7,285,1|4|6|7|8|9|10,1,0.7884615384615384
7,285,1|4|6|7|8|9|10,2,0.7115384615384616
7,285,1|4|6|7|8|9|10,3,0.7115384615384616
7,285,1|4|6|7|8|9|10,4,0.8846153846153846
7,286,0|1|2|3|5|6|7,0,0.6153846153846154
7,286,0|1|2|3|5|6|7,1,0.6923076923076923
7,286,0|1|2|3|5|6|7,2,0.7307692307692307
7,286,0|1|2|3|5|6|7,3,0.6538461538461539
7,286,0|1|2|3|5|6|7,4,0.6923076923076923
7,287,0|1|2|3|7|9|10,0,0.6346153846153846
7,287,0|1|2|3|7|9|10,1,0.6538461538461539
7,287,0|1|2|3|7|9|10,2,0.75
7,287,0|1|2|3|7|9|10,3,0.6730769230769231
7,287,0|1|2|3|7|9|10,4,0.8076923076923077
7,288,1|2|3|5|6|7|10,0,0.7307692307692307
7,288,1|2|3|5|6|7|10,1,0.7307692307692307
7,288,1|2|3|5|6|7|10,2,0.8076923076923077
7,288,1|2|3|5|6|7|10,3,0.7307692307692307
7,288,1|2|3|5|6|7|10,4,0.8269230769230769
7,289,0|3|4|6|8|9|10,0,0.6346153846153846
7,289,0|3|4|6|8|9|10,1,0.7307692307692307
7,289,0|3|4|6|8|9|10,2,0.6153846153846154
7,289,0|3|4|6|8|9|10,3,0.46153846153846156
7,289,0|3|4|6|8|9|10,4,0.8269230769230769
7,290,0|1|4|6|7|9|10,0,0.5961538461538461
7,290,0|1|4|6|7|9|10,1,0.6923076923076923
7,290,0|1|4|6|7|9|10,2,0.5769230769230769
7,290,0|1|4|6|7|9|10,3,0.6730769230769231
7,290,0|1|4|6|7|9|10,4,0.8076923076923077
7,291,2|3|4|5|6|9|10,0,0.8076923076923077
7,291,2|3|4|5|6|9|10,1,0.7307692307692307
7,291,2|3|4|5|6|9|10,2,0.8076923076923077
7,291,2|3|4|5|6|9|10,3,0.5961538461538461
7,291,2|3|4|5|6|9|10,4,0.8461538461538461
7,292,2|3|5|7|8|9|10,0,0.8269230769230769
7,292,2|3|5|7|8|9|10,1,0.7115384615384616
7,292,2|3|5|7|8|9|10,2,0.7307692307692307
7,292,2|3|5|7|8|9|10,3,0.6538461538461539
7,292,2|3|5|7|8|9|10,4,0.8461538461538461
7,293,0|3|5|6|7|8|10,0,0.6346153846153846
7,293,0|3|5|6|7|8|10,1,0.6346153846153846
7,293,0|3|5|6|7|8|10,2,0.7307692307692307
7,293,0|3|5|6|7|8|10,3,0.6346153846153846
7,293,0|3|5|6|7|8|10,4,0.8076923076923077
7,294,3|4|5|6|7|8|9,0,0.6538461538461539
7,294,3|4|5|6|7|8|9,1,0.6923076923076923
7,294,3|4|5|6|7|8|9,2,0.7115384615384616
7,294,3|4|5|6|7|8|9,3,0.6730769230769231
7,294,3|4|5|6|7|8|9,4,0.8269230769230769
7,295,1|2|3|4|8|9|10,0,0.7115384615384616
7,295,1|2|3|4|8|9|10,1,0.6923076923076923
7,295,1|2|3|4|8|9|10,2,0.7884615384615384
7,295,1|2|3|4|8|9|10,3,0.6923076923076923
7,295,1|2|3|4|8|9|10,4,0.8269230769230769
7,296,0|3|4|5|6|7|8,0,0.6538461538461539
7,296,0|3|4|5|6|7|8,1,0.75
7,296,0|3|4|5|6|7|8,2,0.6538461538461539
7,296,0|3|4|5|6|7|8,3,0.7115384615384616
7,296,0|3|4|5|6|7|8,4,0.75
7,297,0|1|2|3|4|6|8,0,0.7115384615384616
7,297,0|1|2|3|4|6|8,1,0.6346153846153846
7,297,0|1|2|3|4|6|8,2,0.6346153846153846
7,297,0|1|2|3|4|6|8,3,0.6346153846153846
7,297,0|1|2|3|4|6|8,4,0.7307692307692307
7,298,2|4|5|6|8|9|10,0,0.8076923076923077
7,298,2|4|5|6|8|9|10,1,0.6730769230769231
7,298,2|4|5|6|8|9|10,2,0.7692307692307693
7,298,2|4|5|6|8|9|10,3,0.6923076923076923
7,298,2|4|5|6|8|9|10,4,0.8653846153846154
7,299,0|1|2|3|4|5|8,0,0.75
7,299,0|1|2|3|4|5|8,1,0.6538461538461539
7,299,0|1|2|3|4|5|8,2,0.7115384615384616
7,299,0|1|2|3|4|5|8,3,0.6730769230769231
7,299,0|1|2|3|4|5|8,4,0.75
7,300,0|1|2|4|6|7|10,0,0.4423076923076923
7,300,0|1|2|4|6|7|10,1,0.6346153846153846
7,300,0|1|2|4|6|7|10,2,0.7115384615384616
7,300,0|1|2|4|6|7|10,3,0.5961538461538461
7,300,0|1|2|4|6|7|10,4,0.8076923076923077
7,301,0|1|2|3|4|6|10,0,0.5
7,301,0|1|2|3|4|6|10,1,0.6923076923076923
7,301,0|1|2|3|4|6|10,2,0.6346153846153846
7,301,0|1|2|3|4|6|10,3,0.5192307692307693
7,301,0|1|2|3|4|6|10,4,0.5576923076923077
8,0,2|3|4|5|6|7|9|10,0,0.8717948717948718
8,0,2|3|4|5|6|7|9|10,1,0.7948717948717948
8,0,2|3|4|5|6|7|9|10,2,0.9230769230769231
8,0,2|3|4|5|6|7|9|10,3,0.7435897435897436
8,0,2|3|4|5|6|7|9|10,4,0.8974358974358975
8,1,1|2|3|4|5|6|7|9,0,0.8205128205128205
8,1,1|2|3|4|5|6|7|9,1,0.8205128205128205
8,1,1|2|3|4|5|6|7|9,2,0.8974358974358975
8,1,1|2|3|4|5|6|7|9,3,0.7948717948717948
8,1,1|2|3|4|5|6|7|9,4,0.8205128205128205
8,2,2|3|5|6|7|8|9|10,0,0.8461538461538461
8,2,2|3|5|6|7|8|9|10,1,0.6923076923076923
8,2,2|3|5|6|7|8|9|10,2,0.7692307692307693
8,2,2|3|5|6|7|8|9|10,3,0.6410256410256411
8,2,2|3|5|6|7|8|9|10,4,0.8205128205128205
8,3,1|2|3|5|6|7|8|10,0,0.6923076923076923
8,3,1|2|3|5|6|7|8|10,1,0.7435897435897436
8,3,1|2|3|5|6|7|8|10,2,0.7692307692307693
8,3,1|2|3|5|6|7|8|10,3,0.717948717948718
8,3,1|2|3|5|6|7|8|10,4,0.7948717948717948
8,4,0|1|2|3|6|7|9|10,0,0.7435897435897436
8,4,0|1|2|3|6|7|9|10,1,0.6153846153846154
8,4,0|1|2|3|6|7|9|10,2,0.7435897435897436
8,4,0|1|2|3|6|7|9|10,3,0.6923076923076923
8,4,0|1|2|3|6|7|9|10,4,0.7692307692307693
8,5,0|1|2|3|7|8|9|10,0,0.6410256410256411
8,5,0|1|2|3|7|8|9|10,1,0.5897435897435898
8,5,0|1|2|3|7|8|9|10,2,0.717948717948718
8,5,0|1|2|3|7|8|9|10,3,0.5641025641025641
8,5,0|1|2|3|7|8|9|10,4,0.7692307692307693
8,6,0|1|2|4|6|8|9|10,0,0.717948717948718
8,6,0|1|2|4|6|8|9|10,1,0.5641025641025641
8,6,0|1|2|4|6|8|9|10,2,0.7692307692307693
8,6,0|1|2|4|6|8|9|10,3,0.6923076923076923
8,6,0|1|2|4|6|8|9|10,4,0.8461538461538461
8,7,0|1|3|4|6|7|8|10,0,0.6410256410256411
8,7,0|1|3|4|6|7|8|10,1,0.6923076923076923
8,7,0|1|3|4|6|7|8|10,2,0.7435897435897436
8,7,0|1|3|4|6|7|8|10,3,0.6666666666666666
8,7,0|1|3|4|6|7|8|10,4,0.8461538461538461
8,8,1|3|4|6|7|8|9|10,0,0.7435897435897436
8,8,1|3|4|6|7|8|9|10,1,0.7435897435897436
8,8,1|3|4|6|7|8|9|10,2,0.8461538461538461
8,8,1|3|4|6|7|8|9|10,3,0.7435897435897436
8,8,1|3|4|6|7|8|9|10,4,0.8717948717948718
8,9,0|2|4|6|7|8|9|10,0,0.717948717948718
8,9,0|2|4|6|7|8|9|10,1,0.7435897435897436
8,9,0|2|4|6|7|8|9|10,2,0.7435897435897436
8,9,0|2|4|6|7|8|9|10,3,0.48717948717948717
8,9,0|2|4|6|7|8|9|10,4,0.8461538461538461
8,10,0|1|3|4|5|7|9|10,0,0.8205128205128205
8,10,0|1|3|4|5|7|9|10,1,0.7435897435897436
8,10,0|1|3|4|5|7|9|10,2,0.7435897435897436
8,10,0|1|3|4|5|7|9|10,3,0.6153846153846154
8,10,0|1|3|4|5|7|9|10,4,0.8461538461538461
8,11,0|3|5|6|7|8|9|10,0,0.6410256410256411
8,11,0|3|5|6|7|8|9|10,1,0.6153846153846154
8,11,0|3|5|6|7|8|9|10,2,0.7435897435897436
8,11,0|3|5|6|7|8|9|10,3,0.6410256410256411
8,11,0|3|5|6|7|8|9|10,4,0.7948717948717948
8,12,0|1|3|5|7|8|9|10,0,0.6153846153846154
8,12,0|1|3|5|7|8|9|10,1,0.6153846153846154
8,12,0|1|3|5|7|8|9|10,2,0.6923076923076923
8,12,0|1|3|5|7|8|9|10,3,0.5897435897435898
8,12,0|1|3|5|7|8|9|10,4,0.7692307692307693
8,13,0|3|4|5|6|7|9|10,0,0.717948717948718
8,13,0|3|4|5|6|7|9|10,1,0.6923076923076923
8,13,0|3|4|5|6|7|9|10,2,0.7435897435897436
8,13,0|3|4|5|6|7|9|10,3,0.717948717948718
8,13,0|3|4|5|6|7|9|10,4,0.8205128205128205
8,14,0|1|3|4|5|6|7|9,0,0.717948717948718
8,14,0|1|3|4|5|6|7|9,1,0.7435897435897436
8,14,0|1|3|4|5|6|7|9,2,0.7435897435897436
8,14,0|1|3|4|5|6|7|9,3,0.7435897435897436
8,14,0|1|3|4|5|6|7|9,4,0.7948717948717948
8,15,0|2|3|5|7|8|9|10,0,0.7948717948717948
8,15,0|2|3|5|7|8|9|10,1,0.6410256410256411
8,15,0|2|3|5|7|8|9|10,2,0.5897435897435898
8,15,0|2|3|5|7|8|9|10,3,0.5641025641025641
8,15,0|2|3|5|7|8|9|10,4,0.8205128205128205
8,16,0|1|3|4|5|7|8|9,0,0.5897435897435898
8,16,0|1|3|4|5|7|8|9,1,0.6923076923076923
8,16,0|1|3|4|5|7|8|9,2,0.7692307692307693
8,16,0|1|3|4|5|7|8|9,3,0.6153846153846154
8,16,0|1|3|4|5|7|8|9,4,0.717948717948718
8,17,0|2|3|4|6|7|9|10,0,0.717948717948718
8,17,0|2|3|4|6|7|9|10,1,0.7692307692307693
8,17,0|2|3|4|6|7|9|10,2,0.8205128205128205
8,17,0|2|3|4|6|7|9|10,3,0.6923076923076923
8,17,0|2|3|4|6|7|9|10,4,0.8461538461538461
8,18,1|2|3|4|5|7|9|10,0,0.8205128205128205
8,18,1|2|3|4|5|7|9|10,1,0.7948717948717948
8,18,1|2|3|4|5|7|9|10,2,0.8461538461538461
8,18,1|2|3|4|5|7|9|10,3,0.6923076923076923
8,18,1|2|3|4|5|7|9|10,4,0.7692307692307693
8,19,0|1|3|4|5|6|7|9,0,0.717948717948718
8,19,0|1|3|4|5|6|7|9,1,0.7435897435897436
8,19,0|1|3|4|5|6|7|9,2,0.7435897435897436
8,19,0|1|3|4|5|6|7|9,3,0.7435897435897436
8,19,0|1|3|4|5|6|7|9,4,0.7948717948717948
8,20,1|3|4|5|6|8|9|10,0,0.7435897435897436
8,20,1|3|4|5|6|8|9|10,1,0.717948717948718
8,20,1|3|4|5|6|8|9|10,2,0.8205128205128205
8,20,1|3|4|5|6|8|9|10,3,0.6666666666666666
8,20,1|3|4|5|6|8|9|10,4,0.8717948717948718
8,21,0|2|3|4|5|7|9|10,0,0.7948717948717948
8,21,0|2|3|4|5|7|9|10,1,0.6666666666666666
8,21,0|2|3|4|5|7|9|10,2,0.7435897435897436
8,21,0|2|3|4|5|7|9|10,3,0.5641025641025641
8,21,0|2|3|4|5|7|9|10,4,0.8461538461538461
8,22,0|3|4|5|6|7|8|10,0,0.6153846153846154
8,22,0|3|4|5|6|7|8|10,1,0.7435897435897436
8,22,0|3|4|5|6|7|8|10,2,0.7948717948717948
8,22,0|3|4|5|6|7|8|10,3,0.6666666666666666
8,22,0|3|4|5|6|7|8|10,4,0.7435897435897436
8,23,1|3|4|5|6|7|8|10,0,0.7948717948717948
8,23,1|3|4|5|6|7|8|10,1,0.8461538461538461
8,23,1|3|4|5|6|7|8|10,2,0.8205128205128205
8,23,1|3|4|5|6|7|8|10,3,0.7948717948717948
8,23,1|3|4|5|6|7|8|10,4,0.8974358974358975
8,24,2|3|4|5|6|7|8|9,0,0.6666666666666666
8,24,2|3|4|5|6|7|8|9,1,0.717948717948718
8,24,2|3|4|5|6|7|8|9,2,0.7948717948717948
8,24,2|3|4|5|6|7|8|9,3,0.7692307692307693
8,24,2|3|4|5|6|7|8|9,4,0.8205128205128205
8,25,3|4|5|6|7|8|9|10,0,0.7435897435897436
8,25,3|4|5|6|7|8|9|10,1,0.717948717948718
8,25,3|4|5|6|7|8|9|10,2,0.8717948717948718
8,25,3|4|5|6|7|8|9|10,3,0.6410256410256411
8,25,3|4|5|6|7|8|9|10,4,0.8717948717948718
8,26,1|2|3|4|5|6|8|10,0,0.7692307692307693
8,26,1|2|3|4|5|6|8|10,1,0.7435897435897436
8,26,1|2|3|4|5|6|8|10,2,0.8205128205128205
8,26,1|2|3|4|5|6|8|10,3,0.7435897435897436
8,26,1|2|3|4|5|6|8|10,4,0.8205128205128205
8,27,0|2|4|5|6|7|8|9,0,0.717948717948718
8,27,0|2|4|5|6|7|8|9,1,0.6923076923076923
8,27,0|2|4|5|6|7|8|9,2,0.6666666666666666
8,27,0|2|4|5|6|7|8|9,3,0.6410256410256411
8,27,0|2|4|5|6|7|8|9,4,0.7948717948717948
8,28,0|1|2|4|5|6|7|8,0,0.6410256410256411
8,28,0|1|2|4|5|6|7|8,1,0.717948717948718
8,28,0|1|2|4|5|6|7|8,2,0.7435897435897436
8,28,0|1|2|4|5|6|7|8,3,0.7948717948717948
8,28,0|1|2|4|5|6|7|8,4,0.7692307692307693
8,29,2|3|4|6|7|8|9|10,0,0.7435897435897436
8,29,2|3|4|6|7|8|9|10,1,0.7435897435897436
8,29,2|3|4|6|7|8|9|10,2,0.7692307692307693
8,29,2|3|4|6|7|8|9|10,3,0.5641025641025641
8,29,2|3|4|6|7|8|9|10,4,0.8461538461538461
8,30,0|2|3|4|5|8|9|10,0,0.6153846153846154
8,30,0|2|3|4|5|8|9|10,1,0.6153846153846154
8,30,0|2|3|4|5|8|9|10,2,0.717948717948718
8,30,0|2|3|4|5|8|9|10,3,0.5641025641025641
8,30,0|2|3|4|5|8|9|10,4,0.7948717948717948
8,31,1|3|4|5|6|8|9|10,0,0.7435897435897436
8,31,1|3|4|5|6|8|9|10,1,0.717948717948718
8,31,1|3|4|5|6|8|9|10,2,0.8205128205128205
8,31,1|3|4|5|6|8|9|10,3,0.6666666666666666
8,31,1|3|4|5|6|8|9|10,4,0.8717948717948718
8,32,0|1|2|4|5|6|8|9,0,0.6666666666666666
8,32,0|1|2|4|5|6|8|9,1,0.6410256410256411
8,32,0|1|2|4|5|6|8|9,2,0.6153846153846154
8,32,0|1|2|4|5|6|8|9,3,0.7948717948717948
8,32,0|1|2|4|5|6|8|9,4,0.717948717948718
8,33,0|3|4|5|6|7|8|9,0,0.5641025641025641
8,33,0|3|4|5|6|7|8|9,1,0.717948717948718
8,33,0|3|4|5|6|7|8|9,2,0.6666666666666666
8,33,0|3|4|5|6|7|8|9,3,0.6410256410256411
8,33,0|3|4|5|6|7|8|9,4,0.7692307692307693
8,34,0|1|2|3|4|6|7|10,0,0.6410256410256411
8,34,0|1|2|3|4|6|7|10,1,0.7435897435897436
8,34,0|1|2|3|4|6|7|10,2,0.7435897435897436
8,34,0|1|2|3|4|6|7|10,3,0.6666666666666666
8,34,0|1|2|3|4|6|7|10,4,0.7948717948717948
8,35,1|3|4|5|6|7|8|9,0,0.7435897435897436
8,35,1|3|4|5|6|7|8|9,1,0.7948717948717948
8,35,1|3|4|5|6|7|8|9,2,0.7692307692307693
8,35,1|3|4|5|6|7|8|9,3,0.8461538461538461
8,35,1|3|4|5|6|7|8|9,4,0.8205128205128205
8,36,2|3|5|6|7|8|9|10,0,0.8461538461538461
8,36,2|3|5|6|7|8|9|10,1,0.6923076923076923
8,36,2|3|5|6|7|8|9|10,2,0.7692307692307693
8,36,2|3|5|6|7|8|9|10,3,0.6410256410256411
8,36,2|3|5|6|7|8|9|10,4,0.8205128205128205
8,37,0|1|2|4|5|8|9|10,0,0.7692307692307693
8,37,0|1|2|4|5|8|9|10,1,0.6153846153846154
8,37,0|1|2|4|5|8|9|10,2,0.6410256410256411
8,37,0|1|2|4|5|8|9|10,3,0.6923076923076923
8,37,0|1|2|4|5|8|9|10,4,0.7435897435897436
8,38,0|2|3|4|6|8|9|10,0,0.6410256410256411
8,38,0|2|3|4|6|8|9|10,1,0.717948717948718
8,38,0|2|3|4|6|8|9|10,2,0.7692307692307693
