# of predictors,i,predictors,fold,tn|fp|fn|tp
7,46,1|2|4|5|6|7|9,0,20|2|5|25
7,46,1|2|4|5|6|7|9,1,13|10|3|26
7,46,1|2|4|5|6|7|9,2,16|10|2|24
7,46,1|2|4|5|6|7|9,3,19|9|4|20
7,46,1|2|4|5|6|7|9,4,15|5|6|26
7,47,0|4|6|7|8|9|10,0,10|8|8|26
7,47,0|4|6|7|8|9|10,1,12|6|10|24
7,47,0|4|6|7|8|9|10,2,13|9|5|25
7,47,0|4|6|7|8|9|10,3,17|8|17|10
7,47,0|4|6|7|8|9|10,4,11|6|3|32
7,48,0|1|2|4|5|6|7,0,21|6|9|16
7,48,0|1|2|4|5|6|7,1,16|12|5|19
7,48,0|1|2|4|5|6|7,2,22|12|4|14
7,48,0|1|2|4|5|6|7,3,30|7|7|8
7,48,0|1|2|4|5|6|7,4,22|6|7|17
7,49,0|1|4|6|8|9|10,0,12|7|9|24
7,49,0|1|4|6|8|9|10,1,12|7|8|25
7,49,0|1|4|6|8|9|10,2,15|7|7|23
7,49,0|1|4|6|8|9|10,3,20|10|9|13
7,49,0|1|4|6|8|9|10,4,17|3|4|28
7,50,0|1|5|7|8|9|10,0,4|16|7|25
7,50,0|1|5|7|8|9|10,1,7|11|7|27
7,50,0|1|5|7|8|9|10,2,11|9|14|18
7,50,0|1|5|7|8|9|10,3,11|11|11|19
7,50,0|1|5|7|8|9|10,4,11|3|13|25
7,51,0|1|2|3|6|7|9,0,18|5|16|13
7,51,0|1|2|3|6|7|9,1,19|13|3|17
7,51,0|1|2|3|6|7|9,2,25|6|8|13
7,51,0|1|2|3|6|7|9,3,25|13|5|9
7,51,0|1|2|3|6|7|9,4,20|8|7|17
7,52,0|2|3|4|5|8|10,0,7|10|8|27
7,52,0|2|3|4|5|8|10,1,11|4|14|23
7,52,0|2|3|4|5|8|10,2,19|7|6|20
7,52,0|2|3|4|5|8|10,3,27|4|17|4
7,52,0|2|3|4|5|8|10,4,20|7|3|22
7,53,0|1|2|5|6|7|10,0,15|9|15|13
7,53,0|1|2|5|6|7|10,1,13|14|5|20
7,53,0|1|2|5|6|7|10,2,14|12|8|18
7,53,0|1|2|5|6|7|10,3,23|10|9|10
7,53,0|1|2|5|6|7|10,4,14|6|9|23
7,54,0|1|2|6|7|8|10,0,11|7|13|21
7,54,0|1|2|6|7|8|10,1,9|17|2|24
7,54,0|1|2|6|7|8|10,2,17|6|8|21
7,54,0|1|2|6|7|8|10,3,21|10|6|15
7,54,0|1|2|6|7|8|10,4,15|5|5|27
7,55,0|1|2|3|5|6|7,0,18|8|12|14
7,55,0|1|2|3|5|6|7,1,19|12|4|17
7,55,0|1|2|3|5|6|7,2,22|11|3|16
7,55,0|1|2|3|5|6|7,3,31|7|11|3
7,55,0|1|2|3|5|6|7,4,20|9|7|16
7,56,0|1|3|5|6|7|10,0,15|9|8|20
7,56,0|1|3|5|6|7|10,1,13|12|5|22
7,56,0|1|3|5|6|7|10,2,18|8|6|20
7,56,0|1|3|5|6|7|10,3,29|4|10|9
7,56,0|1|3|5|6|7|10,4,15|6|4|27
7,57,1|4|5|7|8|9|10,0,8|7|4|33
7,57,1|4|5|7|8|9|10,1,7|4|8|33
7,57,1|4|5|7|8|9|10,2,6|10|7|29
7,57,1|4|5|7|8|9|10,3,8|9|13|22
7,57,1|4|5|7|8|9|10,4,9|2|6|35
7,58,0|1|3|5|8|9|10,0,9|10|3|30
7,58,0|1|3|5|8|9|10,1,7|10|10|25
7,58,0|1|3|5|8|9|10,2,16|5|6|25
7,58,0|1|3|5|8|9|10,3,17|10|15|10
7,58,0|1|3|5|8|9|10,4,13|7|5|27
7,59,0|1|3|5|7|9|10,0,10|12|8|22
7,59,0|1|3|5|7|9|10,1,14|7|8|23
7,59,0|1|3|5|7|9|10,2,19|5|8|20
7,59,0|1|3|5|7|9|10,3,21|8|14|9
7,59,0|1|3|5|7|9|10,4,14|5|6|27
7,60,3|4|5|6|7|9|10,0,11|7|3|31
7,60,3|4|5|6|7|9|10,1,11|4|12|25
7,60,3|4|5|6|7|9|10,2,13|7|3|29
7,60,3|4|5|6|7|9|10,3,16|7|7|22
7,60,3|4|5|6|7|9|10,4,12|3|4|33
7,61,0|3|4|5|6|9|10,0,11|12|5|24
7,61,0|3|4|5|6|9|10,1,16|2|12|22
7,61,0|3|4|5|6|9|10,2,19|7|5|21
7,61,0|3|4|5|6|9|10,3,18|14|6|14
7,61,0|3|4|5|6|9|10,4,16|7|4|25
7,62,1|2|5|6|7|8|10,0,10|6|6|30
7,62,1|2|5|6|7|8|10,1,8|12|4|28
7,62,1|2|5|6|7|8|10,2,8|9|7|28
7,62,1|2|5|6|7|8|10,3,14|8|7|23
7,62,1|2|5|6|7|8|10,4,10|3|8|31
7,63,0|1|3|4|5|8|9,0,11|11|9|21
7,63,0|1|3|4|5|8|9,1,10|8|9|25
7,63,0|1|3|4|5|8|9,2,22|7|7|16
7,63,0|1|3|4|5|8|9,3,23|8|11|10
7,63,0|1|3|4|5|8|9,4,18|10|6|18
7,64,0|1|2|5|7|9|10,0,13|9|18|12
7,64,0|1|2|5|7|9|10,1,10|13|6|23
7,64,0|1|2|5|7|9|10,2,17|7|12|16
7,64,0|1|2|5|7|9|10,3,24|5|11|12
7,64,0|1|2|5|7|9|10,4,15|3|5|29
7,65,0|3|5|7|8|9|10,0,3|15|5|29
7,65,0|3|5|7|8|9|10,1,10|6|14|22
7,65,0|3|5|7|8|9|10,2,14|7|6|25
7,65,0|3|5|7|8|9|10,3,15|7|17|13
7,65,0|3|5|7|8|9|10,4,10|7|1|34
7,66,0|2|3|4|6|8|10,0,11|5|26|10
7,66,0|2|3|4|6|8|10,1,13|7|8|24
7,66,0|2|3|4|6|8|10,2,17|9|8|18
7,66,0|2|3|4|6|8|10,3,22|13|13|4
7,66,0|2|3|4|6|8|10,4,19|9|3|21
7,67,1|3|4|6|7|8|9,0,15|1|8|28
7,67,1|3|4|6|7|8|9,1,9|11|4|28
7,67,1|3|4|6|7|8|9,2,17|6|4|25
7,67,1|3|4|6|7|8|9,3,16|10|3|23
7,67,1|3|4|6|7|8|9,4,14|7|6|25
7,68,0|1|3|5|6|8|9,0,12|12|10|18
7,68,0|1|3|5|6|8|9,1,10|14|5|23
7,68,0|1|3|5|6|8|9,2,19|8|9|16
7,68,0|1|3|5|6|8|9,3,21|10|11|10
7,68,0|1|3|5|6|8|9,4,16|9|8|19
7,69,0|1|2|3|6|8|10,0,12|5|22|13
7,69,0|1|2|3|6|8|10,1,10|15|4|23
7,69,0|1|2|3|6|8|10,2,15|9|7|21
7,69,0|1|2|3|6|8|10,3,27|9|7|9
7,69,0|1|2|3|6|8|10,4,18|8|4|22
7,70,2|3|4|5|7|8|10,0,8|4|5|35
7,70,2|3|4|5|7|8|10,1,8|4|9|31
7,70,2|3|4|5|7|8|10,2,10|10|3|29
7,70,2|3|4|5|7|8|10,3,17|5|13|17
7,70,2|3|4|5|7|8|10,4,14|5|3|30
7,71,3|4|5|6|7|8|10,0,4|11|3|34
7,71,3|4|5|6|7|8|10,1,9|4|10|29
7,71,3|4|5|6|7|8|10,2,11|8|2|31
7,71,3|4|5|6|7|8|10,3,14|7|11|20
7,71,3|4|5|6|7|8|10,4,11|5|3|33
7,72,1|2|3|5|6|7|8,0,9|9|11|23
7,72,1|2|3|5|6|7|8,1,12|12|4|24
7,72,1|2|3|5|6|7|8,2,14|10|4|24
7,72,1|2|3|5|6|7|8,3,21|6|11|14
7,72,1|2|3|5|6|7|8,4,14|8|5|25
7,73,0|1|2|4|6|7|10,0,11|10|19|12
7,73,0|1|2|4|6|7|10,1,14|12|7|19
7,73,0|1|2|4|6|7|10,2,20|8|7|17
7,73,0|1|2|4|6|7|10,3,23|14|7|8
7,73,0|1|2|4|6|7|10,4,21|3|7|21
7,74,0|2|3|6|7|8|9,0,14|5|13|20
7,74,0|2|3|6|7|8|9,1,11|16|3|22
7,74,0|2|3|6|7|8|9,2,16|12|10|14
7,74,0|2|3|6|7|8|9,3,19|12|8|13
7,74,0|2|3|6|7|8|9,4,17|9|6|20
7,75,0|1|4|5|6|8|10,0,13|9|9|21
7,75,0|1|4|5|6|8|10,1,10|8|11|23
7,75,0|1|4|5|6|8|10,2,15|9|9|19
7,75,0|1|4|5|6|8|10,3,24|6|7|15
7,75,0|1|4|5|6|8|10,4,16|5|5|26
7,76,1|4|5|6|7|8|10,0,9|8|6|29
7,76,1|4|5|6|7|8|10,1,7|8|7|30
7,76,1|4|5|6|7|8|10,2,8|10|6|28
7,76,1|4|5|6|7|8|10,3,19|2|6|25
7,76,1|4|5|6|7|8|10,4,11|2|6|33
7,77,1|2|3|5|6|7|9,0,12|9|11|20
7,77,1|2|3|5|6|7|9,1,15|11|3|23
7,77,1|2|3|5|6|7|9,2,17|8|6|21
7,77,1|2|3|5|6|7|9,3,22|7|8|15
7,77,1|2|3|5|6|7|9,4,13|8|6|25
7,78,0|3|4|6|7|9|10,0,13|7|9|23
7,78,0|3|4|6|7|9|10,1,17|4|10|21
7,78,0|3|4|6|7|9|10,2,13|13|6|20
7,78,0|3|4|6|7|9|10,3,21|11|7|13
7,78,0|3|4|6|7|9|10,4,17|5|3|27
7,79,0|1|2|4|5|6|8,0,18|6|8|20
7,79,0|1|2|4|5|6|8,1,16|8|10|18
7,79,0|1|2|4|5|6|8,2,25|6|7|14
7,79,0|1|2|4|5|6|8,3,33|2|9|8
7,79,0|1|2|4|5|6|8,4,17|12|6|17
7,80,2|3|4|5|6|8|9,0,11|6|9|26
7,80,2|3|4|5|6|8|9,1,10|7|9|26
7,80,2|3|4|5|6|8|9,2,19|5|4|24
7,80,2|3|4|5|6|8|9,3,20|6|10|16
7,80,2|3|4|5|6|8|9,4,17|7|5|23
7,81,0|3|4|5|6|7|9,0,17|9|9|17
7,81,0|3|4|5|6|7|9,1,19|4|14|15
7,81,0|3|4|5|6|7|9,2,25|7|6|14
7,81,0|3|4|5|6|7|9,3,22|10|10|10
7,81,0|3|4|5|6|7|9,4,18|8|4|22
7,82,0|1|5|7|8|9|10,0,4|16|7|25
7,82,0|1|5|7|8|9|10,1,7|11|7|27
7,82,0|1|5|7|8|9|10,2,11|9|14|18
7,82,0|1|5|7|8|9|10,3,11|11|11|19
7,82,0|1|5|7|8|9|10,4,11|3|13|25
7,83,1|4|6|7|8|9|10,0,10|4|8|30
7,83,1|4|6|7|8|9|10,1,9|7|4|32
7,83,1|4|6|7|8|9|10,2,7|9|6|30
7,83,1|4|6|7|8|9|10,3,11|10|5|26
7,83,1|4|6|7|8|9|10,4,11|1|5|35
7,84,0|1|2|3|6|8|9,0,14|6|13|19
7,84,0|1|2|3|6|8|9,1,10|18|7|17
7,84,0|1|2|3|6|8|9,2,16|12|10|14
7,84,0|1|2|3|6|8|9,3,25|11|8|8
7,84,0|1|2|3|6|8|9,4,20|9|8|15
7,85,0|3|4|5|8|9|10,0,5|13|4|30
7,85,0|3|4|5|8|9|10,1,8|4|14|26
7,85,0|3|4|5|8|9|10,2,16|7|6|23
7,85,0|3|4|5|8|9|10,3,17|9|14|12
7,85,0|3|4|5|8|9|10,4,15|7|4|26
7,86,1|2|3|4|7|9|10,0,11|2|12|27
7,86,1|2|3|4|7|9|10,1,11|7|5|29
7,86,1|2|3|4|7|9|10,2,18|3|5|26
7,86,1|2|3|4|7|9|10,3,22|7|8|15
7,86,1|2|3|4|7|9|10,4,14|6|5|27
7,87,1|2|3|5|7|8|9,0,8|8|10|26
7,87,1|2|3|5|7|8|9,1,11|9|8|24
7,87,1|2|3|5|7|8|9,2,13|9|6|24
7,87,1|2|3|5|7|8|9,3,17|6|13|16
7,87,1|2|3|5|7|8|9,4,12|8|5|27
7,88,0|1|3|6|7|8|9,0,12|9|12|19
7,88,0|1|3|6|7|8|9,1,12|15|4|21
7,88,0|1|3|6|7|8|9,2,21|6|11|14
7,88,0|1|3|6|7|8|9,3,20|11|6|15
7,88,0|1|3|6|7|8|9,4,16|8|8|20
7,89,0|2|3|4|6|7|8,0,16|3|17|16
7,89,0|2|3|4|6|7|8,1,11|14|5|22
7,89,0|2|3|4|6|7|8,2,19|13|4|16
7,89,0|2|3|4|6|7|8,3,21|14|12|5
7,89,0|2|3|4|6|7|8,4,23|8|3|18
7,90,0|2|3|5|7|8|9,0,13|7|10|22
7,90,0|2|3|5|7|8|9,1,10|12|10|20
7,90,0|2|3|5|7|8|9,2,16|12|6|18
7,90,0|2|3|5|7|8|9,3,21|6|15|10
7,90,0|2|3|5|7|8|9,4,16|9|5|22
7,91,1|3|4|6|7|8|9,0,15|1|8|28
7,91,1|3|4|6|7|8|9,1,9|11|4|28
7,91,1|3|4|6|7|8|9,2,17|6|4|25
7,91,1|3|4|6|7|8|9,3,16|10|3|23
7,91,1|3|4|6|7|8|9,4,14|7|6|25
7,92,0|1|2|3|4|6|8,0,17|3|12|20
7,92,0|1|2|3|4|6|8,1,17|9|10|16
7,92,0|1|2|3|4|6|8,2,19|13|6|14
7,92,0|1|2|3|4|6|8,3,29|11|8|4
7,92,0|1|2|3|4|6|8,4,25|9|5|13
7,93,2|3|4|5|6|7|8,0,12|5|9|26
7,93,2|3|4|5|6|7|8,1,12|7|6|27
7,93,2|3|4|5|6|7|8,2,19|7|1|25
7,93,2|3|4|5|6|7|8,3,21|5|9|17
7,93,2|3|4|5|6|7|8,4,16|8|3|25
7,94,0|1|2|3|4|5|8,0,15|6|7|24
7,94,0|1|2|3|4|5|8,1,16|5|13|18
7,94,0|1|2|3|4|5|8,2,23|9|6|14
7,94,0|1|2|3|4|5|8,3,32|4|13|3
7,94,0|1|2|3|4|5|8,4,22|11|2|17
7,95,0|2|3|4|5|6|9,0,17|8|10|17
7,95,0|2|3|4|5|6|9,1,18|6|9|19
7,95,0|2|3|4|5|6|9,2,27|6|5|14
7,95,0|2|3|4|5|6|9,3,26|11|9|6
7,95,0|2|3|4|5|6|9,4,23|8|5|16
7,96,0|2|4|5|6|7|8,0,13|10|9|20
7,96,0|2|4|5|6|7|8,1,16|7|7|22
7,96,0|2|4|5|6|7|8,2,20|11|2|19
7,96,0|2|4|5|6|7|8,3,25|5|10|12
7,96,0|2|4|5|6|7|8,4,19|7|3|23
7,97,1|4|5|6|8|9|10,0,7|10|2|33
7,97,1|4|5|6|8|9|10,1,6|7|9|30
7,97,1|4|5|6|8|9|10,2,7|9|6|30
7,97,1|4|5|6|8|9|10,3,14|7|9|22
7,97,1|4|5|6|8|9|10,4,10|3|4|35
7,98,1|2|3|5|6|7|8,0,9|9|11|23
7,98,1|2|3|5|6|7|8,1,12|12|4|24
7,98,1|2|3|5|6|7|8,2,14|10|4|24
7,98,1|2|3|5|6|7|8,3,21|6|11|14
7,98,1|2|3|5|6|7|8,4,14|8|5|25
7,99,1|2|4|5|6|7|10,0,14|5|14|19
7,99,1|2|4|5|6|7|10,1,11|9|5|27
7,99,1|2|4|5|6|7|10,2,13|9|4|26
7,99,1|2|4|5|6|7|10,3,20|8|4|20
7,99,1|2|4|5|6|7|10,4,15|2|7|28
7,100,0|1|2|3|6|7|9,0,18|5|16|13
7,100,0|1|2|3|6|7|9,1,19|13|3|17
7,100,0|1|2|3|6|7|9,2,25|6|8|13
7,100,0|1|2|3|6|7|9,3,25|13|5|9
7,100,0|1|2|3|6|7|9,4,20|8|7|17
7,101,0|2|4|5|7|9|10,0,10|11|12|19
7,101,0|2|4|5|7|9|10,1,8|10|13|21
7,101,0|2|4|5|7|9|10,2,16|10|8|18
7,101,0|2|4|5|7|9|10,3,19|9|12|12
7,101,0|2|4|5|7|9|10,4,13|7|6|26
7,102,3|4|5|6|7|8|9,0,9|9|9|25
7,102,3|4|5|6|7|8|9,1,12|4|12|24
7,102,3|4|5|6|7|8|9,2,13|10|5|24
7,102,3|4|5|6|7|8|9,3,14|7|10|21
7,102,3|4|5|6|7|8|9,4,12|7|2|31
7,103,0|1|4|5|8|9|10,0,13|7|3|29
7,103,0|1|4|5|8|9|10,1,8|6|12|26
7,103,0|1|4|5|8|9|10,2,14|8|10|20
7,103,0|1|4|5|8|9|10,3,16|10|9|17
7,103,0|1|4|5|8|9|10,4,14|5|6|27
7,104,0|1|3|7|8|9|10,0,9|7|12|24
7,104,0|1|3|7|8|9|10,1,8|12|7|25
7,104,0|1|3|7|8|9|10,2,17|4|9|22
7,104,0|1|3|7|8|9|10,3,14|13|5|20
7,104,0|1|3|7|8|9|10,4,13|6|5|28
7,105,1|2|4|5|6|7|10,0,14|5|14|19
7,105,1|2|4|5|6|7|10,1,11|9|5|27
7,105,1|2|4|5|6|7|10,2,13|9|4|26
7,105,1|2|4|5|6|7|10,3,20|8|4|20
7,105,1|2|4|5|6|7|10,4,15|2|7|28
7,106,0|1|3|4|7|8|10,0,10|6|11|25
7,106,0|1|3|4|7|8|10,1,8|10|11|23
7,106,0|1|3|4|7|8|10,2,18|7|7|20
7,106,0|1|3|4|7|8|10,3,18|13|8|13
7,106,0|1|3|4|7|8|10,4,19|5|2|26
7,107,1|3|4|5|6|7|8,0,10|9|8|25
7,107,1|3|4|5|6|7|8,1,12|7|5|28
7,107,1|3|4|5|6|7|8,2,15|10|3|24
7,107,1|3|4|5|6|7|8,3,24|2|6|20
7,107,1|3|4|5|6|7|8,4,15|7|3|27
7,108,1|2|4|5|6|7|10,0,14|5|14|19
7,108,1|2|4|5|6|7|10,1,11|9|5|27
7,108,1|2|4|5|6|7|10,2,13|9|4|26
7,108,1|2|4|5|6|7|10,3,20|8|4|20
7,108,1|2|4|5|6|7|10,4,15|2|7|28
7,109,2|3|4|5|7|9|10,0,10|5|4|33
7,109,2|3|4|5|7|9|10,1,10|4|7|31
7,109,2|3|4|5|7|9|10,2,13|8|2|29
7,109,2|3|4|5|7|9|10,3,19|5|9|19
7,109,2|3|4|5|7|9|10,4,14|4|3|31
7,110,1|2|3|4|6|7|10,0,10|5|12|25
7,110,1|2|3|4|6|7|10,1,13|9|4|26
7,110,1|2|3|4|6|7|10,2,21|2|5|24
7,110,1|2|3|4|6|7|10,3,21|12|4|15
7,110,1|2|3|4|6|7|10,4,19|3|4|26
7,111,0|1|3|4|7|9|10,0,13|6|10|23
7,111,0|1|3|4|7|9|10,1,11|9|7|25
7,111,0|1|3|4|7|9|10,2,21|5|7|19
7,111,0|1|3|4|7|9|10,3,24|9|7|12
7,111,0|1|3|4|7|9|10,4,17|6|4|25
7,112,1|2|3|4|6|7|9,0,18|0|12|22
7,112,1|2|3|4|6|7|9,1,17|8|4|23
7,112,1|2|3|4|6|7|9,2,22|5|4|21
7,112,1|2|3|4|6|7|9,3,22|11|3|16
7,112,1|2|3|4|6|7|9,4,20|5|6|21
7,113,1|2|3|4|5|9|10,0,11|5|8|28
7,113,1|2|3|4|5|9|10,1,12|3|10|27
7,113,1|2|3|4|5|9|10,2,16|5|6|25
7,113,1|2|3|4|5|9|10,3,17|12|8|15
7,113,1|2|3|4|5|9|10,4,12|9|5|26
7,114,1|2|3|4|8|9|10,0,7|3|12|30
7,114,1|2|3|4|8|9|10,1,8|6|10|28
7,114,1|2|3|4|8|9|10,2,13|5|6|28
7,114,1|2|3|4|8|9|10,3,19|8|8|17
7,114,1|2|3|4|8|9|10,4,17|4|5|26
7,115,2|3|6|7|8|9|10,0,10|1|10|31
7,115,2|3|6|7|8|9|10,1,5|14|2|31
7,115,2|3|6|7|8|9|10,2,7|9|7|29
7,115,2|3|6|7|8|9|10,3,17|5|11|19
7,115,2|3|6|7|8|9|10,4,12|3|6|31
7,116,0|2|3|5|6|9|10,0,12|10|3|27
7,116,0|2|3|5|6|9|10,1,15|8|8|21
7,116,0|2|3|5|6|9|10,2,18|7|9|18
7,116,0|2|3|5|6|9|10,3,27|6|11|8
7,116,0|2|3|5|6|9|10,4,14|9|3|26
7,117,0|2|3|4|5|9|10,0,12|8|5|27
7,117,0|2|3|4|5|9|10,1,12|5|14|21
7,117,0|2|3|4|5|9|10,2,20|7|6|19
7,117,0|2|3|4|5|9|10,3,25|8|13|6
7,117,0|2|3|4|5|9|10,4,15|11|3|23
7,118,0|2|3|5|6|8|9,0,14|8|10|20
7,118,0|2|3|5|6|8|9,1,10|14|6|22
7,118,0|2|3|5|6|8|9,2,18|10|8|16
7,118,0|2|3|5|6|8|9,3,24|7|13|8
7,118,0|2|3|5|6|8|9,4,16|11|3|22
7,119,0|3|5|6|7|8|9,0,9|14|6|23
7,119,0|3|5|6|7|8|9,1,16|7|10|19
7,119,0|3|5|6|7|8|9,2,17|10|7|18
7,119,0|3|5|6|7|8|9,3,19|7|14|12
7,119,0|3|5|6|7|8|9,4,16|6|7|23
7,120,0|1|2|3|4|5|6,0,18|8|7|19
7,120,0|1|2|3|4|5|6,1,19|8|9|16
7,120,0|1|2|3|4|5|6,2,23|12|3|14
7,120,0|1|2|3|4|5|6,3,30|12|7|3
7,120,0|1|2|3|4|5|6,4,22|12|6|12
7,121,0|1|2|4|5|6|9,0,20|7|5|20
7,121,0|1|2|4|5|6|9,1,16|10|7|19
7,121,0|1|2|4|5|6|9,2,19|13|4|16
7,121,0|1|2|4|5|6|9,3,22|15|4|11
7,121,0|1|2|4|5|6|9,4,22|6|5|19
7,122,0|1|2|3|6|8|10,0,12|5|22|13
7,122,0|1|2|3|6|8|10,1,10|15|4|23
7,122,0|1|2|3|6|8|10,2,15|9|7|21
7,122,0|1|2|3|6|8|10,3,27|9|7|9
7,122,0|1|2|3|6|8|10,4,18|8|4|22
7,123,0|1|4|5|6|7|8,0,17|8|9|18
7,123,0|1|4|5|6|7|8,1,16|7|6|23
7,123,0|1|4|5|6|7|8,2,16|14|2|20
7,123,0|1|4|5|6|7|8,3,27|3|10|12
7,123,0|1|4|5|6|7|8,4,16|8|5|23
7,124,1|2|4|6|7|8|9,0,14|2|11|25
7,124,1|2|4|6|7|8|9,1,14|8|4|26
7,124,1|2|4|6|7|8|9,2,14|9|6|23
7,124,1|2|4|6|7|8|9,3,18|8|5|21
7,124,1|2|4|6|7|8|9,4,15|5|7|25
7,125,0|4|6|7|8|9|10,0,10|8|8|26
7,125,0|4|6|7|8|9|10,1,12|6|10|24
7,125,0|4|6|7|8|9|10,2,13|9|5|25
7,125,0|4|6|7|8|9|10,3,17|8|17|10
7,125,0|4|6|7|8|9|10,4,11|6|3|32
7,126,0|1|2|3|6|8|9,0,14|6|13|19
7,126,0|1|2|3|6|8|9,1,10|18|7|17
7,126,0|1|2|3|6|8|9,2,16|12|10|14
7,126,0|1|2|3|6|8|9,3,25|11|8|8
7,126,0|1|2|3|6|8|9,4,20|9|8|15
7,127,0|1|3|6|7|8|10,0,8|10|10|24
7,127,0|1|3|6|7|8|10,1,8|16|4|24
7,127,0|1|3|6|7|8|10,2,19|4|10|19
7,127,0|1|3|6|7|8|10,3,25|6|4|17
7,127,0|1|3|6|7|8|10,4,16|5|3|28
7,128,0|1|2|5|6|8|10,0,14|7|9|22
7,128,0|1|2|5|6|8|10,1,10|13|11|18
7,128,0|1|2|5|6|8|10,2,16|7|8|21
7,128,0|1|2|5|6|8|10,3,21|10|10|11
7,128,0|1|2|5|6|8|10,4,12|9|9|22
7,129,0|1|2|3|7|8|10,0,9|6|12|25
7,129,0|1|2|3|7|8|10,1,10|13|9|20
7,129,0|1|2|3|7|8|10,2,16|8|9|19
7,129,0|1|2|3|7|8|10,3,21|11|7|13
7,129,0|1|2|3|7|8|10,4,18|6|2|26
7,130,0|3|4|5|7|9|10,0,13|8|7|24
7,130,0|3|4|5|7|9|10,1,13|3|15|21
7,130,0|3|4|5|7|9|10,2,11|15|5|21
7,130,0|3|4|5|7|9|10,3,21|7|13|11
7,130,0|3|4|5|7|9|10,4,17|4|3|28
7,131,0|1|2|4|7|8|10,0,9|7|14|22
7,131,0|1|2|4|7|8|10,1,12|8|10|22
7,131,0|1|2|4|7|8|10,2,17|8|8|19
7,131,0|1|2|4|7|8|10,3,15|16|7|14
7,131,0|1|2|4|7|8|10,4,19|4|3|26
7,132,0|1|2|4|6|8|9,0,16|5|13|18
7,132,0|1|2|4|6|8|9,1,16|9|11|16
7,132,0|1|2|4|6|8|9,2,24|5|9|14
7,132,0|1|2|4|6|8|9,3,24|11|7|10
7,132,0|1|2|4|6|8|9,4,23|5|6|18
7,133,2|4|5|6|7|9|10,0,10|8|10|24
7,133,2|4|5|6|7|9|10,1,5|12|7|28
7,133,2|4|5|6|7|9|10,2,14|6|7|25
7,133,2|4|5|6|7|9|10,3,18|5|5|24
7,133,2|4|5|6|7|9|10,4,13|1|5|33
7,134,0|2|4|5|6|9|10,0,10|13|13|16
7,134,0|2|4|5|6|9|10,1,9|11|8|24
7,134,0|2|4|5|6|9|10,2,17|9|8|18
7,134,0|2|4|5|6|9|10,3,17|15|8|12
7,134,0|2|4|5|6|9|10,4,18|4|7|23
7,135,0|2|3|4|6|7|9,0,22|0|12|18
7,135,0|2|3|4|6|7|9,1,20|7|5|20
7,135,0|2|3|4|6|7|9,2,24|9|4|15
7,135,0|2|3|4|6|7|9,3,26|11|8|7
7,135,0|2|3|4|6|7|9,4,24|6|6|16
7,136,1|3|5|6|8|9|10,0,6|10|2|34
7,136,1|3|5|6|8|9|10,1,5|11|7|29
7,136,1|3|5|6|8|9|10,2,12|3|9|28
7,136,1|3|5|6|8|9|10,3,13|9|11|19
7,136,1|3|5|6|8|9|10,4,10|4|7|31
7,137,0|1|2|4|7|8|10,0,9|7|14|22
7,137,0|1|2|4|7|8|10,1,12|8|10|22
7,137,0|1|2|4|7|8|10,2,17|8|8|19
7,137,0|1|2|4|7|8|10,3,15|16|7|14
7,137,0|1|2|4|7|8|10,4,19|4|3|26
7,138,0|3|4|6|7|8|10,0,6|11|11|24
7,138,0|3|4|6|7|8|10,1,13|6|10|23
7,138,0|3|4|6|7|8|10,2,9|16|5|22
7,138,0|3|4|6|7|8|10,3,19|11|13|9
7,138,0|3|4|6|7|8|10,4,18|5|3|26
7,139,0|2|3|7|8|9|10,0,12|2|16|22
7,139,0|2|3|7|8|9|10,1,8|12|6|26
7,139,0|2|3|7|8|9|10,2,14|8|9|21
7,139,0|2|3|7|8|9|10,3,19|8|13|12
7,139,0|2|3|7|8|9|10,4,15|6|4|27
7,140,0|1|2|4|6|7|8,0,16|5|13|18
7,140,0|1|2|4|6|7|8,1,18|9|7|18
7,140,0|1|2|4|6|7|8,2,21|10|4|17
7,140,0|1|2|4|6|7|8,3,25|10|8|9
7,140,0|1|2|4|6|7|8,4,21|7|6|18
7,141,1|2|3|4|7|8|10,0,5|5|12|30
7,141,1|2|3|4|7|8|10,1,9|7|9|27
7,141,1|2|3|4|7|8|10,2,12|8|6|26
7,141,1|2|3|4|7|8|10,3,15|12|9|16
7,141,1|2|3|4|7|8|10,4,16|5|3|28
7,142,0|2|6|7|8|9|10,0,11|6|9|26
7,142,0|2|6|7|8|9|10,1,10|13|3|26
7,142,0|2|6|7|8|9|10,2,13|8|8|23
7,142,0|2|6|7|8|9|10,3,20|6|10|16
7,142,0|2|6|7|8|9|10,4,14|3|7|28
7,143,1|2|3|4|7|8|9,0,8|5|11|28
7,143,1|2|3|4|7|8|9,1,12|7|4|29
7,143,1|2|3|4|7|8|9,2,18|6|5|23
7,143,1|2|3|4|7|8|9,3,13|14|6|19
7,143,1|2|3|4|7|8|9,4,15|9|6|22
7,144,0|1|2|3|6|9|10,0,14|6|11|21
7,144,0|1|2|3|6|9|10,1,15|12|7|18
7,144,0|1|2|3|6|9|10,2,19|6|9|18
7,144,0|1|2|3|6|9|10,3,31|7|8|6
7,144,0|1|2|3|6|9|10,4,18|7|5|22
7,145,2|3|5|6|7|9|10,0,10|7|4|31
7,145,2|3|5|6|7|9|10,1,11|9|6|26
7,145,2|3|5|6|7|9|10,2,12|7|5|28
7,145,2|3|5|6|7|9|10,3,19|5|8|20
