# of predictors,i,predictors,fold,f1_score_micro
12,24,1|6|10|11|17|24|27|29|30|31|33|36,1,0.6384905660377358
12,24,1|6|10|11|17|24|27|29|30|31|33|36,2,0.6450331125827815
12,25,0|5|6|8|9|13|14|18|19|26|30|31,0,0.690379746835443
12,25,0|5|6|8|9|13|14|18|19|26|30|31,1,0.6763398692810457
12,25,0|5|6|8|9|13|14|18|19|26|30|31,2,0.6762666666666667
12,26,4|5|13|15|17|19|21|23|26|28|29|30,0,0.6685714285714286
12,26,4|5|13|15|17|19|21|23|26|28|29|30,1,0.6743902439024391
12,26,4|5|13|15|17|19|21|23|26|28|29|30,2,0.6685333333333333
12,27,3|6|9|10|16|18|22|28|29|30|33|36,0,0.6751592356687898
12,27,3|6|9|10|16|18|22|28|29|30|33|36,1,0.6778947368421052
12,27,3|6|9|10|16|18|22|28|29|30|33|36,2,0.6736842105263158
12,28,1|4|10|12|14|16|18|19|20|24|25|30,0,0.6850331125827814
12,28,1|4|10|12|14|16|18|19|20|24|25|30,1,0.6774522292993631
12,28,1|4|10|12|14|16|18|19|20|24|25|30,2,0.6888888888888889
12,29,6|9|11|18|20|21|22|27|30|31|33|36,0,0.6432
12,29,6|9|11|18|20|21|22|27|30|31|33|36,1,0.6337837837837837
12,29,6|9|11|18|20|21|22|27|30|31|33|36,2,0.6373006134969326
12,30,0|2|4|10|11|17|19|24|27|29|31|32,0,0.6384516129032258
12,30,0|2|4|10|11|17|19|24|27|29|31|32,1,0.6321052631578947
12,30,0|2|4|10|11|17|19|24|27|29|31|32,2,0.6324675324675325
12,31,0|2|7|10|11|15|17|18|21|26|33|34,0,0.7028947368421052
12,31,0|2|7|10|11|15|17|18|21|26|33|34,1,0.6958441558441558
12,31,0|2|7|10|11|15|17|18|21|26|33|34,2,0.6978064516129032
14,0,0|3|5|7|8|12|14|18|21|23|25|29|30|34,0,0.7516339869281046
14,0,0|3|5|7|8|12|14|18|21|23|25|29|30|34,1,0.7655583972719523
14,0,0|3|5|7|8|12|14|18|21|23|25|29|30|34,2,0.7573632538569424
14,1,0|3|4|5|7|8|12|13|14|20|21|23|30|34,0,0.7257076159906624
14,1,0|3|4|5|7|8|12|13|14|20|21|23|30|34,1,0.7399665551839465
14,1,0|3|4|5|7|8|12|13|14|20|21|23|30|34,2,0.7352285395763657
14,2,2|5|6|7|11|14|17|19|23|25|26|28|29|30,0,0.705091533180778
14,2,2|5|6|7|11|14|17|19|23|25|26|28|29|30,1,0.7008152173913044
14,2,2|5|6|7|11|14|17|19|23|25|26|28|29|30,2,0.6880653632915086
14,3,5|6|9|13|15|17|19|21|22|23|26|27|28|30,0,0.6493506493506493
14,3,5|6|9|13|15|17|19|21|22|23|26|27|28|30,1,0.6607551487414187
14,3,5|6|9|13|15|17|19|21|22|23|26|27|28|30,2,0.6698457223001403
14,4,2|3|4|7|8|13|17|19|22|24|26|28|33|36,0,0.6658885322439452
14,4,2|3|4|7|8|13|17|19|22|24|26|28|33|36,1,0.6806888763410502
14,4,2|3|4|7|8|13|17|19|22|24|26|28|33|36,2,0.6763896532746285
14,5,1|7|14|15|16|19|20|29|30|31|33|34|35|36,0,0.6999147485080989
14,5,1|7|14|15|16|19|20|29|30|31|33|34|35|36,1,0.6979107848673066
14,5,1|7|14|15|16|19|20|29|30|31|33|34|35|36,2,0.6860530773574252
14,6,5|8|9|12|13|15|18|19|22|23|24|33|35|36,0,0.6930607543910164
14,6,5|8|9|12|13|15|18|19|22|23|24|33|35|36,1,0.6797921793820071
14,6,5|8|9|12|13|15|18|19|22|23|24|33|35|36,2,0.6965159804203859
14,7,1|3|5|6|15|16|17|20|22|25|27|28|30|32,0,0.6903225806451613
14,7,1|3|5|6|15|16|17|20|22|25|27|28|30|32,1,0.6834671836056494
14,7,1|3|5|6|15|16|17|20|22|25|27|28|30|32,2,0.6685147359206303
14,8,3|6|7|8|10|13|15|20|21|22|25|27|29|33,0,0.6888763410502541
14,8,3|6|7|8|10|13|15|20|21|22|25|27|29|33,1,0.6788218793828892
14,8,3|6|7|8|10|13|15|20|21|22|25|27|29|33,2,0.6647597254004577
14,9,1|5|12|15|16|19|20|22|24|26|27|28|33|36,0,0.6423562412342216
14,9,1|5|12|15|16|19|20|22|24|26|27|28|33|36,1,0.6396703608979823
14,9,1|5|12|15|16|19|20|22|24|26|27|28|33|36,2,0.6530264279624893
14,10,3|4|7|11|12|15|16|17|19|20|25|26|34|35,0,0.6872370266479664
14,10,3|4|7|11|12|15|16|17|19|20|25|26|34|35,1,0.6836489730594826
14,10,3|4|7|11|12|15|16|17|19|20|25|26|34|35,2,0.6609911827303132
14,11,1|2|4|7|11|13|14|16|17|19|21|23|25|32,0,0.699177438307873
14,11,1|2|4|7|11|13|14|16|17|19|21|23|25|32,1,0.6749734888653235
14,11,1|2|4|7|11|13|14|16|17|19|21|23|25|32,2,0.6886489641085497
14,12,0|1|2|3|6|8|9|16|24|28|30|31|32|36,0,0.6691134952004517
14,12,0|1|2|3|6|8|9|16|24|28|30|31|32|36,1,0.6752889378095762
14,12,0|1|2|3|6|8|9|16|24|28|30|31|32|36,2,0.6521739130434783
14,13,0|2|7|10|11|14|15|16|18|19|22|23|27|29,0,0.6881658508494097
14,13,0|2|7|10|11|14|15|16|18|19|22|23|27|29,1,0.7007012622720897
14,13,0|2|7|10|11|14|15|16|18|19|22|23|27|29,2,0.699859747545582
14,14,7|12|15|17|18|21|23|24|25|28|31|32|34|35,0,0.7287394038829642
14,14,7|12|15|17|18|21|23|24|25|28|31|32|34|35,1,0.7152317880794702
14,14,7|12|15|17|18|21|23|24|25|28|31|32|34|35,2,0.7065937230060466
14,15,2|4|8|9|12|17|22|23|25|26|27|28|31|32,0,0.6937136527277762
14,15,2|4|8|9|12|17|22|23|25|26|27|28|31|32,1,0.6799199084668193
14,15,2|4|8|9|12|17|22|23|25|26|27|28|31|32,2,0.6967963386727689
14,16,4|6|8|10|13|14|20|23|27|28|33|34|35|36,0,0.6962168266516092
14,16,4|6|8|10|13|14|20|23|27|28|33|34|35|36,1,0.7142448512585813
14,16,4|6|8|10|13|14|20|23|27|28|33|34|35|36,2,0.7046283309957925
14,17,10|13|15|16|17|18|20|23|25|26|29|30|32|36,0,0.7008476893628658
14,17,10|13|15|16|17|18|20|23|25|26|29|30|32|36,1,0.6850763807285546
14,17,10|13|15|16|17|18|20|23|25|26|29|30|32|36,2,0.678994918125353
14,18,5|8|10|11|14|15|19|20|22|24|25|26|31|36,0,0.6851378232452401
14,18,5|8|10|11|14|15|19|20|22|24|25|26|31|36,1,0.6877221766475253
14,18,5|8|10|11|14|15|19|20|22|24|25|26|31|36,2,0.6933177706448789
14,19,0|1|3|4|5|7|8|10|12|14|17|23|29|33,0,0.7308352402745996
14,19,0|1|3|4|5|7|8|10|12|14|17|23|29|33,1,0.7345537757437071
14,19,0|1|3|4|5|7|8|10|12|14|17|23|29|33,2,0.7230684021046802
14,20,1|3|7|8|9|13|15|17|21|22|24|28|32|36,0,0.662827526634034
14,20,1|3|7|8|9|13|15|17|21|22|24|28|32|36,1,0.6726342710997443
14,20,1|3|7|8|9|13|15|17|21|22|24|28|32|36,2,0.6782054832456383
14,21,5|8|11|12|17|21|25|26|27|30|31|33|35|36,0,0.669732441471572
14,21,5|8|11|12|17|21|25|26|27|30|31|33|35|36,1,0.6685147359206303
14,21,5|8|11|12|17|21|25|26|27|30|31|33|35|36,2,0.6803232998885173
14,22,1|3|4|6|13|17|21|23|24|27|29|30|34|35,0,0.6984392419175028
14,22,1|3|4|6|13|17|21|23|24|27|29|30|34|35,1,0.7041219649915302
14,22,1|3|4|6|13|17|21|23|24|27|29|30|34|35,2,0.6919090123812266
14,23,0|2|6|7|8|9|10|13|14|16|19|20|27|35,0,0.6922196796338673
14,23,0|2|6|7|8|9|10|13|14|16|19|20|27|35,1,0.6945004319032537
14,23,0|2|6|7|8|9|10|13|14|16|19|20|27|35,2,0.709411117226197
14,24,1|5|9|16|18|22|26|28|29|30|31|34|35|36,0,0.6833099579242636
14,24,1|5|9|16|18|22|26|28|29|30|31|34|35|36,1,0.6801867522614532
14,24,1|5|9|16|18|22|26|28|29|30|31|34|35|36,2,0.6842979783993354
14,25,0|4|10|12|13|14|16|18|19|20|24|25|28|31,0,0.7013356067064507
14,25,0|4|10|12|13|14|16|18|19|20|24|25|28|31,1,0.7076365663322186
14,25,0|4|10|12|13|14|16|18|19|20|24|25|28|31,2,0.7185354691075515
14,26,6|9|11|16|18|20|21|22|25|27|30|31|33|36,0,0.6428985507246376
14,26,6|9|11|16|18|20|21|22|25|27|30|31|33|36,1,0.6495824935214511
14,26,6|9|11|16|18|20|21|22|25|27|30|31|33|36,2,0.6535326086956522
14,27,0|1|2|4|5|10|11|17|19|24|27|29|31|34,0,0.6675668376991628
14,27,0|1|2|4|5|10|11|17|19|24|27|29|31|34,1,0.6500749625187406
14,27,0|1|2|4|5|10|11|17|19|24|27|29|31|34,2,0.6642356241234222
14,28,0|5|7|10|12|14|18|20|21|26|28|31|33|35,0,0.7276887871853547
14,28,0|5|7|10|12|14|18|20|21|26|28|31|33|35,1,0.7470872406933788
14,28,0|5|7|10|12|14|18|20|21|26|28|31|33|35,2,0.7168338907469343
14,29,0|1|2|5|6|10|11|16|18|19|22|26|29|32,0,0.6668548842461886
14,29,0|1|2|5|6|10|11|16|18|19|22|26|29|32,1,0.6544035674470458
14,29,0|1|2|5|6|10|11|16|18|19|22|26|29|32,2,0.6714655917074576
14,30,0|2|6|12|13|15|17|21|23|26|30|31|34|36,0,0.6906674051509277
14,30,0|2|6|12|13|15|17|21|23|26|30|31|34|36,1,0.6754361672666851
14,30,0|2|6|12|13|15|17|21|23|26|30|31|34|36,2,0.6823425022182786
14,31,0|3|5|11|13|14|15|20|21|23|28|29|30|32,0,0.7183730715287517
14,31,0|3|5|11|13|14|15|20|21|23|28|29|30|32,1,0.7137437992413189
14,31,0|3|5|11|13|14|15|20|21|23|28|29|30|32,2,0.7180836333425644
16,0,0|3|4|5|7|8|12|14|18|21|23|25|29|30|32|34,0,0.7684407096171803
16,0,0|3|4|5|7|8|12|14|18|21|23|25|29|30|32|34,1,0.7749206349206349
16,0,0|3|4|5|7|8|12|14|18|21|23|25|29|30|32|34,2,0.7679324894514767
16,1,0|2|3|4|5|7|8|12|13|14|20|21|23|30|34|35,0,0.7531901649548708
16,1,0|2|3|4|5|7|8|12|13|14|20|21|23|30|34|35,1,0.74968671679198
16,1,0|2|3|4|5|7|8|12|13|14|20|21|23|30|34|35,2,0.7512210012210012
16,2,2|5|6|7|11|13|14|17|19|21|23|25|26|28|29|30,0,0.7218203737191079
16,2,2|5|6|7|11|13|14|17|19|21|23|25|26|28|29|30,1,0.7018362900715842
16,2,2|5|6|7|11|13|14|17|19|21|23|25|26|28|29|30,2,0.7231746031746031
16,3,1|6|9|10|13|14|15|17|19|23|25|27|28|29|30|34,0,0.6835637480798771
16,3,1|6|9|10|13|14|15|17|19|23|25|27|28|29|30|34,1,0.6893576222435283
16,3,1|6|9|10|13|14|15|17|19|23|25|27|28|29|30|34,2,0.6848650288140734
16,4,0|5|7|9|13|14|16|17|20|22|27|29|31|32|34|36,0,0.6892230576441103
16,4,0|5|7|9|13|14|16|17|20|22|27|29|31|32|34|36,1,0.7004608294930875
16,4,0|5|7|9|13|14|16|17|20|22|27|29|31|32|34|36,2,0.6957328385899815
16,5,2|4|9|12|13|15|18|19|23|26|27|28|29|32|34|35,0,0.6856520385932151
16,5,2|4|9|12|13|15|18|19|23|26|27|28|29|32|34|35,1,0.6775856839551107
16,5,2|4|9|12|13|15|18|19|23|26|27|28|29|32|34|35,2,0.6862188584042889
16,6,1|5|6|7|10|16|17|18|20|22|24|26|28|29|30|36,0,0.683821354628808
16,6,1|5|6|7|10|16|17|18|20|22|24|26|28|29|30|36,1,0.6952380952380952
16,6,1|5|6|7|10|16|17|18|20|22|24|26|28|29|30|36,2,0.6819047619047619
16,7,3|6|7|8|10|13|15|20|21|22|25|27|29|32|33|34,0,0.6790352504638218
16,7,3|6|7|8|10|13|15|20|21|22|25|27|29|32|33|34,1,0.6952380952380952
16,7,3|6|7|8|10|13|15|20|21|22|25|27|29|32|33|34,2,0.6788847117794486
16,8,1|5|12|15|16|17|19|20|22|24|25|26|27|28|33|36,0,0.6442048517520216
16,8,1|5|12|15|16|17|19|20|22|24|25|26|27|28|33|36,1,0.6426994638915169
16,8,1|5|12|15|16|17|19|20|22|24|25|26|27|28|33|36,2,0.629454430778934
16,9,0|4|7|11|12|15|16|17|19|20|25|26|27|29|31|36,0,0.6654534425235062
16,9,0|4|7|11|12|15|16|17|19|20|25|26|27|29|31|36,1,0.6728509585652442
16,9,0|4|7|11|12|15|16|17|19|20|25|26|27|29|31|36,2,0.6663492063492064
16,10,0|2|4|7|11|13|15|16|17|21|23|25|28|31|32|36,0,0.7273278738246891
16,10,0|2|4|7|11|13|15|16|17|21|23|25|28|31|32|36,1,0.706140350877193
16,10,0|2|4|7|11|13|15|16|17|21|23|25|28|31|32|36,2,0.7174185463659147
16,11,0|1|3|4|5|7|8|9|12|13|14|16|24|28|29|34,0,0.734827264239029
16,11,0|1|3|4|5|7|8|9|12|13|14|16|24|28|29|34,1,0.7354497354497355
16,11,0|1|3|4|5|7|8|9|12|13|14|16|24|28|29|34,2,0.7379416282642091
16,12,5|6|7|12|15|17|18|21|22|23|28|30|31|32|33|36,0,0.7222222222222222
16,12,5|6|7|12|15|17|18|21|22|23|28|30|31|32|33|36,1,0.7107464607464608
16,12,5|6|7|12|15|17|18|21|22|23|28|30|31|32|33|36,2,0.7167121625720351
16,13,2|4|8|9|12|13|17|22|23|25|26|27|28|30|31|32,0,0.7108843537414966
16,13,2|4|8|9|12|13|17|22|23|25|26|27|28|30|31|32,1,0.6907936507936508
16,13,2|4|8|9|12|13|17|22|23|25|26|27|28|30|31|32,2,0.7209584470730968
16,14,8|9|10|11|13|14|15|20|23|27|28|29|31|32|33|35,0,0.7189239332096476
16,14,8|9|10|11|13|14|15|20|23|27|28|29|31|32|33|35,1,0.7164502164502164
16,14,8|9|10|11|13|14|15|20|23|27|28|29|31|32|33|35,2,0.7136632430750078
16,15,2|7|10|11|12|13|18|19|20|22|23|30|31|32|34|35,0,0.7145989974937343
16,15,2|7|10|11|12|13|18|19|20|22|23|30|31|32|34|35,1,0.712176009644364
16,15,2|7|10|11|12|13|18|19|20|22|23|30|31|32|34|35,2,0.7041942604856513
16,16,0|1|3|5|7|8|10|12|14|16|17|21|28|29|35|36,0,0.7337662337662337
16,16,0|1|3|5|7|8|10|12|14|16|17|21|28|29|35|36,1,0.725417439703154
16,16,0|1|3|5|7|8|10|12|14|16|17|21|28|29|35|36,2,0.7301587301587301
16,17,1|3|8|9|10|13|15|18|22|24|28|31|32|34|35|36,0,0.7080610021786493
16,17,1|3|8|9|10|13|15|18|22|24|28|31|32|34|35|36,1,0.6965894465894465
16,17,1|3|8|9|10|13|15|18|22|24|28|31|32|34|35|36,2,0.7116071428571429
16,18,3|5|8|11|12|14|17|21|24|25|26|27|30|31|34|36,0,0.7113899613899612
16,18,3|5|8|11|12|14|17|21|24|25|26|27|30|31|34|36,1,0.6850793650793651
16,18,3|5|8|11|12|14|17|21|24|25|26|27|30|31|34|36,2,0.7061057551855098
16,19,0|1|4|6|7|8|18|19|21|23|24|26|27|29|34|36,0,0.6603174603174603
16,19,0|1|4|6|7|8|18|19|21|23|24|26|27|29|34|36,1,0.6830550401978973
16,19,0|1|4|6|7|8|18|19|21|23|24|26|27|29|34|36,2,0.6830451925993327
16,20,4|5|7|10|13|14|17|19|21|23|25|26|27|28|34|35,0,0.7112526539278131
16,20,4|5|7|10|13|14|17|19|21|23|25|26|27|28|34|35,1,0.6935123042505593
16,20,4|5|7|10|13|14|17|19|21|23|25|26|27|28|34|35,2,0.7102918586789555
16,21,2|3|6|8|9|10|12|16|18|22|27|28|29|30|33|36,0,0.7053184910327768
16,21,2|3|6|8|9|10|12|16|18|22|27|28|29|30|33|36,1,0.7041474654377881
16,21,2|3|6|8|9|10|12|16|18|22|27|28|29|30|33|36,2,0.6738721804511278
16,22,1|3|5|9|11|13|18|20|21|22|25|28|31|32|34|36,0,0.7068914522330672
16,22,1|3|5|9|11|13|18|20|21|22|25|28|31|32|34|36,1,0.6922106590980763
16,22,1|3|5|9|11|13|18|20|21|22|25|28|31|32|34|36,2,0.6893576222435283
16,23,0|1|2|3|4|5|10|11|12|17|18|19|24|27|32|36,0,0.6466973886328725
16,23,0|1|2|3|4|5|10|11|12|17|18|19|24|27|32|36,1,0.6681929181929182
16,23,0|1|2|3|4|5|10|11|12|17|18|19|24|27|32|36,2,0.6419047619047619
16,24,0|1|2|5|10|12|14|18|20|23|26|27|31|32|33|34,0,0.7186430127606598
16,24,0|1|2|5|10|12|14|18|20|23|26|27|31|32|33|34,1,0.7084859584859585
16,24,0|1|2|5|10|12|14|18|20|23|26|27|31|32|33|34,2,0.7192982456140351
16,25,0|2|6|8|10|11|12|13|18|19|21|22|23|24|32|35,0,0.7092731829573935
16,25,0|2|6|8|10|11|12|13|18|19|21|22|23|24|32|35,1,0.6900093370681606
16,25,0|2|6|8|10|11|12|13|18|19|21|22|23|24|32|35,2,0.7142857142857143
16,26,0|2|5|7|12|13|14|15|19|21|23|24|27|30|33|34,0,0.716105550500455
16,26,0|2|5|7|12|13|14|15|19|21|23|24|27|30|33|34,1,0.7107223841917719
16,26,0|2|5|7|12|13|14|15|19|21|23|24|27|30|33|34,2,0.7242948134667881
16,27,1|3|5|6|7|8|11|19|20|22|23|24|26|27|29|32,0,0.6818181818181818
16,27,1|3|5|6|7|8|11|19|20|22|23|24|26|27|29|32,1,0.6666666666666666
16,27,1|3|5|6|7|8|11|19|20|22|23|24|26|27|29|32,2,0.6719233147804576
16,28,2|3|4|6|11|12|15|18|19|20|21|23|24|31|33|36,0,0.6697790227201992
16,28,2|3|4|6|11|12|15|18|19|20|21|23|24|31|33|36,1,0.6688741721854304
16,28,2|3|4|6|11|12|15|18|19|20|21|23|24|31|33|36,2,0.6860782529572339
16,29,0|7|12|13|16|18|21|23|24|25|26|28|31|32|33|34,0,0.7366946778711485
16,29,0|7|12|13|16|18|21|23|24|25|26|28|31|32|33|34,1,0.7187902187902188
16,29,0|7|12|13|16|18|21|23|24|25|26|28|31|32|33|34,2,0.7258928571428571
16,30,1|3|5|6|7|11|12|14|18|19|20|23|25|28|33|34,0,0.7263450834879405
16,30,1|3|5|6|7|11|12|14|18|19|20|23|25|28|33|34,1,0.7259600614439325
16,30,1|3|5|6|7|11|12|14|18|19|20|23|25|28|33|34,2,0.7111528822055138
16,31,0|4|7|12|13|16|18|19|21|23|27|28|29|30|33|35,0,0.7133520074696547
16,31,0|4|7|12|13|16|18|19|21|23|27|28|29|30|33|35,1,0.717687074829932
16,31,0|4|7|12|13|16|18|19|21|23|27|28|29|30|33|35,2,0.7183055040197897
18,0,0|3|4|5|7|8|11|12|14|16|18|21|23|25|29|30|32|34,0,0.7667698658410733
18,0,0|3|4|5|7|8|11|12|14|16|18|21|23|25|29|30|32|34,1,0.7792207792207793
18,0,0|3|4|5|7|8|11|12|14|16|18|21|23|25|29|30|32|34,2,0.77717019822283
18,1,0|2|3|4|5|7|8|12|13|14|20|21|23|25|28|30|34|35,0,0.7629858961128311
18,1,0|2|3|4|5|7|8|12|13|14|20|21|23|25|28|30|34|35,1,0.7719298245614035
18,1,0|2|3|4|5|7|8|12|13|14|20|21|23|25|28|30|34|35,2,0.7735144312393888
18,2,2|5|6|7|11|13|14|17|19|21|23|25|26|28|29|30|32|34,0,0.7267851156553805
18,2,2|5|6|7|11|13|14|17|19|21|23|25|26|28|29|30|32|34,1,0.7028862478777589
18,2,2|5|6|7|11|13|14|17|19|21|23|25|26|28|29|30|32|34,2,0.7220063581773225
18,3,1|3|6|9|10|11|14|15|17|19|23|24|27|28|29|30|31|33,0,0.6849122807017544
18,3,1|3|6|9|10|11|14|15|17|19|23|24|27|28|29|30|31|33,1,0.6787775891341257
18,3,1|3|6|9|10|11|14|15|17|19|23|24|27|28|29|30|31|33,2,0.6690283400809717
18,4,1|5|7|9|14|16|19|20|22|26|27|29|30|31|32|33|34|36,0,0.7053998632946001
18,4,1|5|7|9|14|16|19|20|22|26|27|29|30|31|32|33|34|36,1,0.6921224630202958
18,4,1|5|7|9|14|16|19|20|22|26|27|29|30|31|32|33|34|36,2,0.6801093643198907
18,5,3|5|8|9|11|12|14|15|18|19|20|22|24|26|27|31|34|36,0,0.6892390211196782
18,5,3|5|8|9|11|12|14|15|18|19|20|22|24|26|27|31|34|36,1,0.6770334928229665
18,5,3|5|8|9|11|12|14|15|18|19|20|22|24|26|27|31|34|36,2,0.6817543859649123
18,6,1|2|3|4|5|6|7|11|13|14|15|17|20|22|27|32|34|35,0,0.699151103565365
18,6,1|2|3|4|5|6|7|11|13|14|15|17|20|22|27|32|34|35,1,0.7118587608261159
18,6,1|2|3|4|5|6|7|11|13|14|15|17|20|22|27|32|34|35,2,0.6966571834992887
18,7,0|5|12|15|16|17|19|20|21|22|24|25|26|27|28|31|32|33,0,0.6592617908407382
18,7,0|5|12|15|16|17|19|20|21|22|24|25|26|27|28|31|32|33,1,0.6753200568990043
18,7,0|5|12|15|16|17|19|20|21|22|24|25|26|27|28|31|32|33,2,0.654750082754055
18,8,0|3|4|7|8|10|11|12|16|17|19|20|21|23|25|30|33|36,0,0.7252221462747779
18,8,0|3|4|7|8|10|11|12|16|17|19|20|21|23|25|30|33|36,1,0.7278981768145855
18,8,0|3|4|7|8|10|11|12|16|17|19|20|21|23|25|30|33|36,2,0.7269309637730689
18,9,0|2|3|4|5|6|8|12|15|16|17|22|26|28|29|30|32|33,0,0.7304318488529015
18,9,0|2|3|4|5|6|8|12|15|16|17|22|26|28|29|30|32|33,1,0.7126038781163435
18,9,0|2|3|4|5|6|8|12|15|16|17|22|26|28|29|30|32|33,2,0.7089783281733746
18,10,0|2|7|10|11|14|15|16|17|18|19|21|22|23|27|29|32|35,0,0.7096663226694186
18,10,0|2|7|10|11|14|15|16|17|18|19|21|22|23|27|29|32|35,1,0.7181663837011885
18,10,0|2|7|10|11|14|15|16|17|18|19|21|22|23|27|29|32|35,2,0.7186102511179909
18,11,2|4|7|11|12|14|15|18|21|23|24|25|28|30|33|34|35|36,0,0.7401944351324169
18,11,2|4|7|11|12|14|15|18|21|23|24|25|28|30|33|34|35|36,1,0.7354570637119113
18,11,2|4|7|11|12|14|15|18|21|23|24|25|28|30|33|34|35|36,2,0.7184903047091413
18,12,4|6|8|10|11|13|14|19|24|25|27|28|30|32|33|34|35|36,0,0.6797676008202324
18,12,4|6|8|10|11|13|14|19|24|25|27|28|30|32|33|34|35|36,1,0.6872863978127136
18,12,4|6|8|10|11|13|14|19|24|25|27|28|30|32|33|34|35|36,2,0.6852425180598555
18,13,2|7|10|12|13|15|16|17|18|20|23|24|27|29|30|31|34|35,0,0.7081669691470055
18,13,2|7|10|12|13|15|16|17|18|20|23|24|27|29|30|31|34|35,1,0.7284075573549258
18,13,2|7|10|12|13|15|16|17|18|20|23|24|27|29|30|31|34|35,2,0.7276315789473685
18,14,0|1|4|5|7|12|14|16|17|19|21|22|23|26|28|29|31|34,0,0.7256366723259763
18,14,0|1|4|5|7|12|14|16|17|19|21|22|23|26|28|29|31|34,1,0.7127334465195246
18,14,0|1|4|5|7|12|14|16|17|19|21|22|23|26|28|29|31|34,2,0.7197629836179854
18,15,6|8|10|12|17|18|19|21|22|23|24|25|26|28|30|31|32|35,0,0.7155803415824329
18,15,6|8|10|12|17|18|19|21|22|23|24|25|26|28|30|31|32|35,1,0.699830220713073
18,15,6|8|10|12|17|18|19|21|22|23|24|25|26|28|30|31|32|35,2,0.7239388794567063
18,16,2|5|7|12|13|15|16|17|18|25|26|27|29|30|31|32|33|36,0,0.6893704850361198
18,16,2|5|7|12|13|15|16|17|18|25|26|27|29|30|31|32|33|36,1,0.6980609418282548
18,16,2|5|7|12|13|15|16|17|18|25|26|27|29|30|31|32|33|36,2,0.6831983805668016
18,17,0|1|3|4|6|7|10|11|13|17|19|24|27|29|30|31|33|36,0,0.6876504987960096
18,17,0|1|3|4|6|7|10|11|13|17|19|24|27|29|30|31|33|36,1,0.6800825593395253
18,17,0|1|3|4|6|7|10|11|13|17|19|24|27|29|30|31|33|36,2,0.66723259762309
18,18,4|5|6|7|8|10|13|14|16|17|19|20|21|22|23|27|28|32,0,0.716678058783322
18,18,4|5|6|7|8|10|13|14|16|17|19|20|21|22|23|27|28|32,1,0.7010663914688683
18,18,4|5|6|7|8|10|13|14|16|17|19|20|21|22|23|27|28|32,2,0.69377990430622
18,19,0|2|3|6|8|9|10|12|16|18|21|22|27|28|29|30|33|36,0,0.715514275885793
18,19,0|2|3|6|8|9|10|12|16|18|21|22|27|28|29|30|33|36,1,0.7246179966044143
18,19,0|2|3|6|8|9|10|12|16|18|21|22|27|28|29|30|33|36,2,0.7082903336773306
18,20,6|9|11|13|16|18|20|21|22|23|25|26|27|28|31|33|35|36,0,0.6758620689655173
18,20,6|9|11|13|16|18|20|21|22|23|25|26|27|28|31|33|35|36,1,0.7014233697451175
18,20,6|9|11|13|16|18|20|21|22|23|25|26|27|28|31|33|35|36,2,0.6664431780087161
18,21,0|1|2|3|4|5|7|9|11|13|15|17|18|21|24|33|34|36,0,0.7134502923976607
18,21,0|1|2|3|4|5|7|9|11|13|15|17|18|21|24|33|34|36,1,0.7046398891966759
18,21,0|1|2|3|4|5|7|9|11|13|15|17|18|21|24|33|34|36,2,0.7105263157894737
18,22,0|1|5|6|9|10|14|16|19|20|21|24|29|30|31|33|34|36,0,0.6824792243767313
18,22,0|1|5|6|9|10|14|16|19|20|21|24|29|30|31|33|34|36,1,0.6883384932920537
18,22,0|1|5|6|9|10|14|16|19|20|21|24|29|30|31|33|34|36,2,0.6929824561403509
18,23,0|2|5|6|10|12|13|15|17|21|23|24|26|29|30|31|34|36,0,0.6872276231981227
18,23,0|2|5|6|10|12|13|15|17|21|23|24|26|29|30|31|34|36,1,0.7003783969728242
18,23,0|2|5|6|10|12|13|15|17|21|23|24|26|29|30|31|34|36,2,0.7086092715231789
18,24,0|2|3|7|8|11|12|15|20|22|23|26|27|28|29|30|32|36,0,0.7134502923976607
18,24,0|2|3|7|8|11|12|15|20|22|23|26|27|28|29|30|32|36,1,0.7074504442925496
18,24,0|2|3|7|8|11|12|15|20|22|23|26|27|28|29|30|32|36,2,0.7040328092959672
18,25,2|3|6|10|11|12|14|15|18|19|20|21|24|30|31|32|35|36,0,0.6862348178137652
18,25,2|3|6|10|11|12|14|15|18|19|20|21|24|30|31|32|35|36,1,0.6831648658069014
18,25,2|3|6|10|11|12|14|15|18|19|20|21|24|30|31|32|35|36,2,0.696514012303486
18,26,1|5|6|12|13|15|16|18|23|24|25|26|27|28|29|34|35|36,0,0.6975393028024607
18,26,1|5|6|12|13|15|16|18|23|24|25|26|27|28|29|34|35|36,1,0.6924128503075871
18,26,1|5|6|12|13|15|16|18|23|24|25|26|27|28|29|34|35|36,2,0.6756105951152391
18,27,0|3|5|6|10|11|14|19|20|21|25|27|29|30|31|32|35|36,0,0.687246963562753
18,27,0|3|5|6|10|11|14|19|20|21|25|27|29|30|31|32|35|36,1,0.6863018473335657
18,27,0|3|5|6|10|11|14|19|20|21|25|27|29|30|31|32|35|36,2,0.6975393028024607
18,28,1|2|6|8|12|16|17|18|19|24|25|26|27|28|30|32|35|36,0,0.6665512465373962
18,28,1|2|6|8|12|16|17|18|19|24|25|26|27|28|30|32|35|36,1,0.6751592356687898
18,28,1|2|6|8|12|16|17|18|19|24|25|26|27|28|30|32|35|36,2,0.6582409972299169
